predictor,grain,horizon_weeks,unit,tier,level,n,mean_actual,measured_coverage,coverage_error,quotable
persistence,district,1,Bagerhat,low,0.5,125,15.8,0.52,0.02,True
persistence,district,1,Bagerhat,low,0.8,125,15.8,0.784,-0.016,True
persistence,district,1,Bagerhat,low,0.95,125,15.8,0.96,0.01,True
persistence,district,1,Bandarban,medium,0.5,125,11.54,0.4,-0.1,True
persistence,district,1,Bandarban,medium,0.8,125,11.54,0.824,0.024,True
persistence,district,1,Bandarban,medium,0.95,125,11.54,1.0,0.05,True
persistence,district,1,Barguna,medium,0.5,125,102.3,0.248,-0.252,True
persistence,district,1,Barguna,medium,0.8,125,102.3,0.56,-0.24,True
persistence,district,1,Barguna,medium,0.95,125,102.3,0.8,-0.15,True
persistence,district,1,Barishal,high,0.5,125,125.85,0.392,-0.108,True
persistence,district,1,Barishal,high,0.8,125,125.85,0.72,-0.08,True
persistence,district,1,Barishal,high,0.95,125,125.85,0.88,-0.07,True
persistence,district,1,Bhola,medium,0.5,125,37.83,0.424,-0.076,True
persistence,district,1,Bhola,medium,0.8,125,37.83,0.792,-0.008,True
persistence,district,1,Bhola,medium,0.95,125,37.83,0.928,-0.022,True
persistence,district,1,Bogura,low,0.5,125,19.05,0.528,0.028,True
persistence,district,1,Bogura,low,0.8,125,19.05,0.736,-0.064,True
persistence,district,1,Bogura,low,0.95,125,19.05,0.944,-0.006,True
persistence,district,1,Brahmanbaria,low,0.5,125,16.97,0.392,-0.108,True
persistence,district,1,Brahmanbaria,low,0.8,125,16.97,0.672,-0.128,True
persistence,district,1,Brahmanbaria,low,0.95,125,16.97,0.92,-0.03,True
persistence,district,1,Chandpur,medium,0.5,125,62.76,0.24,-0.26,True
persistence,district,1,Chandpur,medium,0.8,125,62.76,0.68,-0.12,True
persistence,district,1,Chandpur,medium,0.95,125,62.76,0.888,-0.062,True
persistence,district,1,Chapai Nawabganj,low,0.5,125,24.48,0.552,0.052,True
persistence,district,1,Chapai Nawabganj,low,0.8,125,24.48,0.696,-0.104,True
persistence,district,1,Chapai Nawabganj,low,0.95,125,24.48,0.904,-0.046,True
persistence,district,1,Chattogram,high,0.5,125,153.76,0.336,-0.164,True
persistence,district,1,Chattogram,high,0.8,125,153.76,0.648,-0.152,True
persistence,district,1,Chattogram,high,0.95,125,153.76,0.912,-0.038,True
persistence,district,1,Chuadanga,low,0.5,125,8.68,0.672,0.172,True
persistence,district,1,Chuadanga,low,0.8,125,8.68,0.824,0.024,True
persistence,district,1,Chuadanga,low,0.95,125,8.68,0.968,0.018,True
persistence,district,1,Cox's Bazar,high,0.5,125,61.3,0.448,-0.052,True
persistence,district,1,Cox's Bazar,high,0.8,125,61.3,0.824,0.024,True
persistence,district,1,Cox's Bazar,high,0.95,125,61.3,0.976,0.026,True
persistence,district,1,Cumilla,medium,0.5,125,64.1,0.256,-0.244,True
persistence,district,1,Cumilla,medium,0.8,125,64.1,0.648,-0.152,True
persistence,district,1,Cumilla,medium,0.95,125,64.1,0.88,-0.07,True
persistence,district,1,Dhaka,high,0.5,125,1230.93,0.08,-0.42,True
persistence,district,1,Dhaka,high,0.8,125,1230.93,0.36,-0.44,True
persistence,district,1,Dhaka,high,0.95,125,1230.93,0.552,-0.398,True
persistence,district,1,Dinajpur,low,0.5,125,8.57,0.6,0.1,True
persistence,district,1,Dinajpur,low,0.8,125,8.57,0.816,0.016,True
persistence,district,1,Dinajpur,low,0.95,125,8.57,0.968,0.018,True
persistence,district,1,Faridpur,medium,0.5,125,70.82,0.512,0.012,True
persistence,district,1,Faridpur,medium,0.8,125,70.82,0.656,-0.144,True
persistence,district,1,Faridpur,medium,0.95,125,70.82,0.784,-0.166,True
persistence,district,1,Feni,medium,0.5,125,21.72,0.488,-0.012,True
persistence,district,1,Feni,medium,0.8,125,21.72,0.808,0.008,True
persistence,district,1,Feni,medium,0.95,125,21.72,0.968,0.018,True
persistence,district,1,Gaibandha,low,0.5,125,9.87,0.56,0.06,True
persistence,district,1,Gaibandha,low,0.8,125,9.87,0.84,0.04,True
persistence,district,1,Gaibandha,low,0.95,125,9.87,0.976,0.026,True
persistence,district,1,Gazipur,medium,0.5,125,85.35,0.336,-0.164,True
persistence,district,1,Gazipur,medium,0.8,125,85.35,0.592,-0.208,True
persistence,district,1,Gazipur,medium,0.95,125,85.35,0.8,-0.15,True
persistence,district,1,Gopalganj,low,0.5,125,27.86,0.624,0.124,True
persistence,district,1,Gopalganj,low,0.8,125,27.86,0.728,-0.072,True
persistence,district,1,Gopalganj,low,0.95,125,27.86,0.872,-0.078,True
persistence,district,1,Habiganj,low,0.5,125,5.67,0.648,0.148,True
persistence,district,1,Habiganj,low,0.8,125,5.67,0.856,0.056,True
persistence,district,1,Habiganj,low,0.95,125,5.67,1.0,0.05,True
persistence,district,1,Jamalpur,low,0.5,125,20.29,0.448,-0.052,True
persistence,district,1,Jamalpur,low,0.8,125,20.29,0.664,-0.136,True
persistence,district,1,Jamalpur,low,0.95,125,20.29,0.936,-0.014,True
persistence,district,1,Jashore,medium,0.5,125,51.01,0.488,-0.012,True
persistence,district,1,Jashore,medium,0.8,125,51.01,0.688,-0.112,True
persistence,district,1,Jashore,medium,0.95,125,51.01,0.952,0.002,True
persistence,district,1,Jhalokati,low,0.5,125,12.2,0.528,0.028,True
persistence,district,1,Jhalokati,low,0.8,125,12.2,0.72,-0.08,True
persistence,district,1,Jhalokati,low,0.95,125,12.2,0.96,0.01,True
persistence,district,1,Jhenaidah,low,0.5,125,39.15,0.496,-0.004,True
persistence,district,1,Jhenaidah,low,0.8,125,39.15,0.648,-0.152,True
persistence,district,1,Jhenaidah,low,0.95,125,39.15,0.84,-0.11,True
persistence,district,1,Joypurhat,low,0.5,125,2.53,0.72,0.22,True
persistence,district,1,Joypurhat,low,0.8,125,2.53,0.92,0.12,True
persistence,district,1,Joypurhat,low,0.95,125,2.53,1.0,0.05,True
persistence,district,1,Khagrachhari,low,0.5,125,10.22,0.32,-0.18,True
persistence,district,1,Khagrachhari,low,0.8,125,10.22,0.736,-0.064,True
persistence,district,1,Khagrachhari,low,0.95,125,10.22,0.992,0.042,True
persistence,district,1,Khulna,medium,0.5,125,78.62,0.336,-0.164,True
persistence,district,1,Khulna,medium,0.8,125,78.62,0.736,-0.064,True
persistence,district,1,Khulna,medium,0.95,125,78.62,0.864,-0.086,True
persistence,district,1,Kishoreganj,medium,0.5,125,22.91,0.448,-0.052,True
persistence,district,1,Kishoreganj,medium,0.8,125,22.91,0.72,-0.08,True
persistence,district,1,Kishoreganj,medium,0.95,125,22.91,0.952,0.002,True
persistence,district,1,Kurigram,low,0.5,125,6.54,0.656,0.156,True
persistence,district,1,Kurigram,low,0.8,125,6.54,0.84,0.04,True
persistence,district,1,Kurigram,low,0.95,125,6.54,0.992,0.042,True
persistence,district,1,Kushtia,medium,0.5,125,44.91,0.544,0.044,True
persistence,district,1,Kushtia,medium,0.8,125,44.91,0.752,-0.048,True
persistence,district,1,Kushtia,medium,0.95,125,44.91,0.944,-0.006,True
persistence,district,1,Lakshmipur,low,0.5,125,61.33,0.312,-0.188,True
persistence,district,1,Lakshmipur,low,0.8,125,61.33,0.632,-0.168,True
persistence,district,1,Lakshmipur,low,0.95,125,61.33,0.816,-0.134,True
persistence,district,1,Lalmonirhat,low,0.5,125,3.21,0.616,0.116,True
persistence,district,1,Lalmonirhat,low,0.8,125,3.21,0.896,0.096,True
persistence,district,1,Lalmonirhat,low,0.95,125,3.21,1.0,0.05,True
persistence,district,1,Madaripur,medium,0.5,125,54.77,0.24,-0.26,True
persistence,district,1,Madaripur,medium,0.8,125,54.77,0.68,-0.12,True
persistence,district,1,Madaripur,medium,0.95,125,54.77,0.896,-0.054,True
persistence,district,1,Magura,low,0.5,125,44.1,0.464,-0.036,True
persistence,district,1,Magura,low,0.8,125,44.1,0.672,-0.128,True
persistence,district,1,Magura,low,0.95,125,44.1,0.864,-0.086,True
persistence,district,1,Manikganj,medium,0.5,125,124.1,0.464,-0.036,True
persistence,district,1,Manikganj,medium,0.8,125,124.1,0.624,-0.176,True
persistence,district,1,Manikganj,medium,0.95,125,124.1,0.824,-0.126,True
persistence,district,1,Meherpur,low,0.5,125,21.86,0.4,-0.1,True
persistence,district,1,Meherpur,low,0.8,125,21.86,0.72,-0.08,True
persistence,district,1,Meherpur,low,0.95,125,21.86,0.952,0.002,True
persistence,district,1,Moulvibazar,low,0.5,125,1.34,0.728,0.228,True
persistence,district,1,Moulvibazar,low,0.8,125,1.34,0.944,0.144,True
persistence,district,1,Moulvibazar,low,0.95,125,1.34,1.0,0.05,True
persistence,district,1,Munshiganj,low,0.5,125,23.02,0.392,-0.108,True
persistence,district,1,Munshiganj,low,0.8,125,23.02,0.672,-0.128,True
persistence,district,1,Munshiganj,low,0.95,125,23.02,0.856,-0.094,True
persistence,district,1,Mymensingh,medium,0.5,125,40.44,0.44,-0.06,True
persistence,district,1,Mymensingh,medium,0.8,125,40.44,0.752,-0.048,True
persistence,district,1,Mymensingh,medium,0.95,125,40.44,0.92,-0.03,True
persistence,district,1,Naogaon,low,0.5,125,8.46,0.504,0.004,True
persistence,district,1,Naogaon,low,0.8,125,8.46,0.792,-0.008,True
persistence,district,1,Naogaon,low,0.95,125,8.46,1.0,0.05,True
persistence,district,1,Narail,medium,0.5,125,28.38,0.352,-0.148,True
persistence,district,1,Narail,medium,0.8,125,28.38,0.792,-0.008,True
persistence,district,1,Narail,medium,0.95,125,28.38,0.976,0.026,True
persistence,district,1,Narayanganj,medium,0.5,125,40.67,0.456,-0.044,True
persistence,district,1,Narayanganj,medium,0.8,125,40.67,0.672,-0.128,True
persistence,district,1,Narayanganj,medium,0.95,125,40.67,0.896,-0.054,True
persistence,district,1,Narsingdi,low,0.5,125,49.76,0.232,-0.268,True
persistence,district,1,Narsingdi,low,0.8,125,49.76,0.592,-0.208,True
persistence,district,1,Narsingdi,low,0.95,125,49.76,0.856,-0.094,True
persistence,district,1,Natore,low,0.5,125,10.82,0.56,0.06,True
persistence,district,1,Natore,low,0.8,125,10.82,0.776,-0.024,True
persistence,district,1,Natore,low,0.95,125,10.82,0.96,0.01,True
persistence,district,1,Netrokona,low,0.5,125,8.71,0.464,-0.036,True
persistence,district,1,Netrokona,low,0.8,125,8.71,0.752,-0.048,True
persistence,district,1,Netrokona,low,0.95,125,8.71,0.984,0.034,True
persistence,district,1,Nilphamari,low,0.5,125,8.69,0.544,0.044,True
persistence,district,1,Nilphamari,low,0.8,125,8.69,0.824,0.024,True
persistence,district,1,Nilphamari,low,0.95,125,8.69,0.984,0.034,True
persistence,district,1,Noakhali,low,0.5,125,20.62,0.312,-0.188,True
persistence,district,1,Noakhali,low,0.8,125,20.62,0.704,-0.096,True
persistence,district,1,Noakhali,low,0.95,125,20.62,0.936,-0.014,True
persistence,district,1,Pabna,medium,0.5,125,35.24,0.456,-0.044,True
persistence,district,1,Pabna,medium,0.8,125,35.24,0.728,-0.072,True
persistence,district,1,Pabna,medium,0.95,125,35.24,0.952,0.002,True
persistence,district,1,Panchagarh,low,0.5,125,2.31,0.696,0.196,True
persistence,district,1,Panchagarh,low,0.8,125,2.31,0.928,0.128,True
persistence,district,1,Panchagarh,low,0.95,125,2.31,0.992,0.042,True
persistence,district,1,Patuakhali,medium,0.5,125,85.08,0.312,-0.188,True
persistence,district,1,Patuakhali,medium,0.8,125,85.08,0.6,-0.2,True
persistence,district,1,Patuakhali,medium,0.95,125,85.08,0.84,-0.11,True
persistence,district,1,Pirojpur,medium,0.5,125,71.74,0.288,-0.212,True
persistence,district,1,Pirojpur,medium,0.8,125,71.74,0.656,-0.144,True
persistence,district,1,Pirojpur,medium,0.95,125,71.74,0.904,-0.046,True
persistence,district,1,Rajbari,low,0.5,125,35.06,0.48,-0.02,True
persistence,district,1,Rajbari,low,0.8,125,35.06,0.688,-0.112,True
persistence,district,1,Rajbari,low,0.95,125,35.06,0.888,-0.062,True
persistence,district,1,Rajshahi,medium,0.5,125,51.12,0.64,0.14,True
persistence,district,1,Rajshahi,medium,0.8,125,51.12,0.8,0.0,True
persistence,district,1,Rajshahi,medium,0.95,125,51.12,0.888,-0.062,True
persistence,district,1,Rangamati,low,0.5,125,5.34,0.528,0.028,True
persistence,district,1,Rangamati,low,0.8,125,5.34,0.872,0.072,True
persistence,district,1,Rangamati,low,0.95,125,5.34,0.984,0.034,True
persistence,district,1,Rangpur,low,0.5,125,11.5,0.632,0.132,True
persistence,district,1,Rangpur,low,0.8,125,11.5,0.768,-0.032,True
persistence,district,1,Rangpur,low,0.95,125,11.5,0.952,0.002,True
persistence,district,1,Satkhira,low,0.5,125,14.48,0.472,-0.028,True
persistence,district,1,Satkhira,low,0.8,125,14.48,0.792,-0.008,True
persistence,district,1,Satkhira,low,0.95,125,14.48,0.96,0.01,True
persistence,district,1,Shariatpur,low,0.5,125,29.42,0.504,0.004,True
persistence,district,1,Shariatpur,low,0.8,125,29.42,0.672,-0.128,True
persistence,district,1,Shariatpur,low,0.95,125,29.42,0.88,-0.07,True
persistence,district,1,Sherpur,low,0.5,125,12.94,0.504,0.004,True
persistence,district,1,Sherpur,low,0.8,125,12.94,0.768,-0.032,True
persistence,district,1,Sherpur,low,0.95,125,12.94,0.96,0.01,True
persistence,district,1,Sirajganj,low,0.5,125,39.43,0.4,-0.1,True
persistence,district,1,Sirajganj,low,0.8,125,39.43,0.664,-0.136,True
persistence,district,1,Sirajganj,low,0.95,125,39.43,0.88,-0.07,True
persistence,district,1,Sunamganj,low,0.5,125,1.06,0.8,0.3,True
persistence,district,1,Sunamganj,low,0.8,125,1.06,0.936,0.136,True
persistence,district,1,Sunamganj,low,0.95,125,1.06,1.0,0.05,True
persistence,district,1,Sylhet,low,0.5,125,6.59,0.528,0.028,True
persistence,district,1,Sylhet,low,0.8,125,6.59,0.864,0.064,True
persistence,district,1,Sylhet,low,0.95,125,6.59,0.992,0.042,True
persistence,district,1,Tangail,low,0.5,125,34.3,0.456,-0.044,True
persistence,district,1,Tangail,low,0.8,125,34.3,0.632,-0.168,True
persistence,district,1,Tangail,low,0.95,125,34.3,0.856,-0.094,True
persistence,district,1,Thakurgaon,low,0.5,125,3.18,0.68,0.18,True
persistence,district,1,Thakurgaon,low,0.8,125,3.18,0.928,0.128,True
persistence,district,1,Thakurgaon,low,0.95,125,3.18,1.0,0.05,True
persistence,district,2,Bagerhat,low,0.5,124,15.84,0.5242,0.0242,True
persistence,district,2,Bagerhat,low,0.8,124,15.84,0.7984,-0.0016,True
persistence,district,2,Bagerhat,low,0.95,124,15.84,0.9597,0.0097,True
persistence,district,2,Bandarban,medium,0.5,124,11.58,0.4758,-0.0242,True
persistence,district,2,Bandarban,medium,0.8,124,11.58,0.8468,0.0468,True
persistence,district,2,Bandarban,medium,0.95,124,11.58,1.0,0.05,True
persistence,district,2,Barguna,medium,0.5,124,104.01,0.2177,-0.2823,True
persistence,district,2,Barguna,medium,0.8,124,104.01,0.4919,-0.3081,True
persistence,district,2,Barguna,medium,0.95,124,104.01,0.7984,-0.1516,True
persistence,district,2,Barishal,high,0.5,124,125.71,0.3468,-0.1532,True
persistence,district,2,Barishal,high,0.8,124,125.71,0.6935,-0.1065,True
persistence,district,2,Barishal,high,0.95,124,125.71,0.871,-0.079,True
persistence,district,2,Bhola,medium,0.5,124,37.99,0.3952,-0.1048,True
persistence,district,2,Bhola,medium,0.8,124,37.99,0.7742,-0.0258,True
persistence,district,2,Bhola,medium,0.95,124,37.99,0.8952,-0.0548,True
persistence,district,2,Bogura,low,0.5,124,18.64,0.5403,0.0403,True
persistence,district,2,Bogura,low,0.8,124,18.64,0.7661,-0.0339,True
persistence,district,2,Bogura,low,0.95,124,18.64,0.9355,-0.0145,True
persistence,district,2,Brahmanbaria,low,0.5,124,16.93,0.371,-0.129,True
persistence,district,2,Brahmanbaria,low,0.8,124,16.93,0.7661,-0.0339,True
persistence,district,2,Brahmanbaria,low,0.95,124,16.93,0.9516,0.0016,True
persistence,district,2,Chandpur,medium,0.5,124,62.42,0.2419,-0.2581,True
persistence,district,2,Chandpur,medium,0.8,124,62.42,0.5968,-0.2032,True
persistence,district,2,Chandpur,medium,0.95,124,62.42,0.8871,-0.0629,True
persistence,district,2,Chapai Nawabganj,low,0.5,124,24.79,0.5161,0.0161,True
persistence,district,2,Chapai Nawabganj,low,0.8,124,24.79,0.7177,-0.0823,True
persistence,district,2,Chapai Nawabganj,low,0.95,124,24.79,0.879,-0.071,True
persistence,district,2,Chattogram,high,0.5,124,153.06,0.2903,-0.2097,True
persistence,district,2,Chattogram,high,0.8,124,153.06,0.5806,-0.2194,True
persistence,district,2,Chattogram,high,0.95,124,153.06,0.8871,-0.0629,True
persistence,district,2,Chuadanga,low,0.5,124,8.73,0.6532,0.1532,True
persistence,district,2,Chuadanga,low,0.8,124,8.73,0.8387,0.0387,True
persistence,district,2,Chuadanga,low,0.95,124,8.73,0.9839,0.0339,True
persistence,district,2,Cox's Bazar,high,0.5,124,60.04,0.3387,-0.1613,True
persistence,district,2,Cox's Bazar,high,0.8,124,60.04,0.75,-0.05,True
persistence,district,2,Cox's Bazar,high,0.95,124,60.04,0.9758,0.0258,True
persistence,district,2,Cumilla,medium,0.5,124,64.48,0.25,-0.25,True
persistence,district,2,Cumilla,medium,0.8,124,64.48,0.6048,-0.1952,True
persistence,district,2,Cumilla,medium,0.95,124,64.48,0.879,-0.071,True
persistence,district,2,Dhaka,high,0.5,124,1219.56,0.0887,-0.4113,True
persistence,district,2,Dhaka,high,0.8,124,1219.56,0.3306,-0.4694,True
persistence,district,2,Dhaka,high,0.95,124,1219.56,0.5403,-0.4097,True
persistence,district,2,Dinajpur,low,0.5,124,8.26,0.5726,0.0726,True
persistence,district,2,Dinajpur,low,0.8,124,8.26,0.8145,0.0145,True
persistence,district,2,Dinajpur,low,0.95,124,8.26,0.9516,0.0016,True
persistence,district,2,Faridpur,medium,0.5,124,70.69,0.5403,0.0403,True
persistence,district,2,Faridpur,medium,0.8,124,70.69,0.6613,-0.1387,True
persistence,district,2,Faridpur,medium,0.95,124,70.69,0.7984,-0.1516,True
persistence,district,2,Feni,medium,0.5,124,21.58,0.5081,0.0081,True
persistence,district,2,Feni,medium,0.8,124,21.58,0.8145,0.0145,True
persistence,district,2,Feni,medium,0.95,124,21.58,0.9758,0.0258,True
persistence,district,2,Gaibandha,low,0.5,124,9.94,0.5565,0.0565,True
persistence,district,2,Gaibandha,low,0.8,124,9.94,0.8306,0.0306,True
persistence,district,2,Gaibandha,low,0.95,124,9.94,0.9758,0.0258,True
persistence,district,2,Gazipur,medium,0.5,124,85.49,0.3145,-0.1855,True
persistence,district,2,Gazipur,medium,0.8,124,85.49,0.6048,-0.1952,True
persistence,district,2,Gazipur,medium,0.95,124,85.49,0.8306,-0.1194,True
persistence,district,2,Gopalganj,low,0.5,124,27.97,0.6129,0.1129,True
persistence,district,2,Gopalganj,low,0.8,124,27.97,0.7097,-0.0903,True
persistence,district,2,Gopalganj,low,0.95,124,27.97,0.8468,-0.1032,True
persistence,district,2,Habiganj,low,0.5,124,5.58,0.6371,0.1371,True
persistence,district,2,Habiganj,low,0.8,124,5.58,0.8548,0.0548,True
persistence,district,2,Habiganj,low,0.95,124,5.58,1.0,0.05,True
persistence,district,2,Jamalpur,low,0.5,124,20.01,0.4194,-0.0806,True
persistence,district,2,Jamalpur,low,0.8,124,20.01,0.7177,-0.0823,True
persistence,district,2,Jamalpur,low,0.95,124,20.01,0.9435,-0.0065,True
persistence,district,2,Jashore,medium,0.5,124,50.94,0.4839,-0.0161,True
persistence,district,2,Jashore,medium,0.8,124,50.94,0.6935,-0.1065,True
persistence,district,2,Jashore,medium,0.95,124,50.94,0.9516,0.0016,True
persistence,district,2,Jhalokati,low,0.5,124,12.37,0.5081,0.0081,True
persistence,district,2,Jhalokati,low,0.8,124,12.37,0.8065,0.0065,True
persistence,district,2,Jhalokati,low,0.95,124,12.37,0.9597,0.0097,True
persistence,district,2,Jhenaidah,low,0.5,124,39.41,0.4597,-0.0403,True
persistence,district,2,Jhenaidah,low,0.8,124,39.41,0.6935,-0.1065,True
persistence,district,2,Jhenaidah,low,0.95,124,39.41,0.879,-0.071,True
persistence,district,2,Joypurhat,low,0.5,124,2.48,0.6774,0.1774,True
persistence,district,2,Joypurhat,low,0.8,124,2.48,0.9355,0.1355,True
persistence,district,2,Joypurhat,low,0.95,124,2.48,1.0,0.05,True
persistence,district,2,Khagrachhari,low,0.5,124,10.21,0.371,-0.129,True
persistence,district,2,Khagrachhari,low,0.8,124,10.21,0.8065,0.0065,True
persistence,district,2,Khagrachhari,low,0.95,124,10.21,0.9919,0.0419,True
persistence,district,2,Khulna,medium,0.5,124,77.52,0.3871,-0.1129,True
persistence,district,2,Khulna,medium,0.8,124,77.52,0.7016,-0.0984,True
persistence,district,2,Khulna,medium,0.95,124,77.52,0.8387,-0.1113,True
persistence,district,2,Kishoreganj,medium,0.5,124,22.61,0.4597,-0.0403,True
persistence,district,2,Kishoreganj,medium,0.8,124,22.61,0.7339,-0.0661,True
persistence,district,2,Kishoreganj,medium,0.95,124,22.61,0.9597,0.0097,True
persistence,district,2,Kurigram,low,0.5,124,6.54,0.6774,0.1774,True
persistence,district,2,Kurigram,low,0.8,124,6.54,0.8952,0.0952,True
persistence,district,2,Kurigram,low,0.95,124,6.54,1.0,0.05,True
persistence,district,2,Kushtia,medium,0.5,124,44.61,0.5161,0.0161,True
persistence,district,2,Kushtia,medium,0.8,124,44.61,0.6935,-0.1065,True
persistence,district,2,Kushtia,medium,0.95,124,44.61,0.9274,-0.0226,True
persistence,district,2,Lakshmipur,low,0.5,124,61.89,0.2742,-0.2258,True
persistence,district,2,Lakshmipur,low,0.8,124,61.89,0.6855,-0.1145,True
persistence,district,2,Lakshmipur,low,0.95,124,61.89,0.8306,-0.1194,True
persistence,district,2,Lalmonirhat,low,0.5,124,3.23,0.6371,0.1371,True
persistence,district,2,Lalmonirhat,low,0.8,124,3.23,0.9194,0.1194,True
persistence,district,2,Lalmonirhat,low,0.95,124,3.23,1.0,0.05,True
persistence,district,2,Madaripur,medium,0.5,124,54.86,0.3226,-0.1774,True
persistence,district,2,Madaripur,medium,0.8,124,54.86,0.7097,-0.0903,True
persistence,district,2,Madaripur,medium,0.95,124,54.86,0.871,-0.079,True
persistence,district,2,Magura,low,0.5,124,44.43,0.4194,-0.0806,True
persistence,district,2,Magura,low,0.8,124,44.43,0.6774,-0.1226,True
persistence,district,2,Magura,low,0.95,124,44.43,0.8629,-0.0871,True
persistence,district,2,Manikganj,medium,0.5,124,124.22,0.4677,-0.0323,True
persistence,district,2,Manikganj,medium,0.8,124,124.22,0.6452,-0.1548,True
persistence,district,2,Manikganj,medium,0.95,124,124.22,0.8065,-0.1435,True
persistence,district,2,Meherpur,low,0.5,124,21.67,0.4597,-0.0403,True
persistence,district,2,Meherpur,low,0.8,124,21.67,0.7419,-0.0581,True
persistence,district,2,Meherpur,low,0.95,124,21.67,0.9435,-0.0065,True
persistence,district,2,Moulvibazar,low,0.5,124,1.23,0.7177,0.2177,True
persistence,district,2,Moulvibazar,low,0.8,124,1.23,0.9839,0.1839,True
persistence,district,2,Moulvibazar,low,0.95,124,1.23,1.0,0.05,True
persistence,district,2,Munshiganj,low,0.5,124,23.0,0.3952,-0.1048,True
persistence,district,2,Munshiganj,low,0.8,124,23.0,0.6855,-0.1145,True
persistence,district,2,Munshiganj,low,0.95,124,23.0,0.9113,-0.0387,True
persistence,district,2,Mymensingh,medium,0.5,124,39.99,0.4919,-0.0081,True
persistence,district,2,Mymensingh,medium,0.8,124,39.99,0.75,-0.05,True
persistence,district,2,Mymensingh,medium,0.95,124,39.99,0.9113,-0.0387,True
persistence,district,2,Naogaon,low,0.5,124,8.51,0.5242,0.0242,True
persistence,district,2,Naogaon,low,0.8,124,8.51,0.8145,0.0145,True
persistence,district,2,Naogaon,low,0.95,124,8.51,1.0,0.05,True
persistence,district,2,Narail,medium,0.5,124,28.46,0.3548,-0.1452,True
persistence,district,2,Narail,medium,0.8,124,28.46,0.7984,-0.0016,True
persistence,district,2,Narail,medium,0.95,124,28.46,0.9758,0.0258,True
persistence,district,2,Narayanganj,medium,0.5,124,40.66,0.4677,-0.0323,True
persistence,district,2,Narayanganj,medium,0.8,124,40.66,0.6532,-0.1468,True
persistence,district,2,Narayanganj,medium,0.95,124,40.66,0.8952,-0.0548,True
persistence,district,2,Narsingdi,low,0.5,124,49.31,0.2016,-0.2984,True
persistence,district,2,Narsingdi,low,0.8,124,49.31,0.6371,-0.1629,True
persistence,district,2,Narsingdi,low,0.95,124,49.31,0.8226,-0.1274,True
persistence,district,2,Natore,low,0.5,124,11.04,0.5242,0.0242,True
persistence,district,2,Natore,low,0.8,124,11.04,0.8387,0.0387,True
persistence,district,2,Natore,low,0.95,124,11.04,0.9758,0.0258,True
persistence,district,2,Netrokona,low,0.5,124,8.69,0.4677,-0.0323,True
persistence,district,2,Netrokona,low,0.8,124,8.69,0.8468,0.0468,True
persistence,district,2,Netrokona,low,0.95,124,8.69,0.9919,0.0419,True
persistence,district,2,Nilphamari,low,0.5,124,8.86,0.5,0.0,True
persistence,district,2,Nilphamari,low,0.8,124,8.86,0.7903,-0.0097,True
persistence,district,2,Nilphamari,low,0.95,124,8.86,0.9839,0.0339,True
persistence,district,2,Noakhali,low,0.5,124,20.54,0.3145,-0.1855,True
persistence,district,2,Noakhali,low,0.8,124,20.54,0.7419,-0.0581,True
persistence,district,2,Noakhali,low,0.95,124,20.54,0.9194,-0.0306,True
persistence,district,2,Pabna,medium,0.5,124,35.35,0.5081,0.0081,True
persistence,district,2,Pabna,medium,0.8,124,35.35,0.7177,-0.0823,True
persistence,district,2,Pabna,medium,0.95,124,35.35,0.9516,0.0016,True
persistence,district,2,Panchagarh,low,0.5,124,2.28,0.6532,0.1532,True
persistence,district,2,Panchagarh,low,0.8,124,2.28,0.9435,0.1435,True
persistence,district,2,Panchagarh,low,0.95,124,2.28,1.0,0.05,True
persistence,district,2,Patuakhali,medium,0.5,124,86.02,0.3226,-0.1774,True
persistence,district,2,Patuakhali,medium,0.8,124,86.02,0.6048,-0.1952,True
persistence,district,2,Patuakhali,medium,0.95,124,86.02,0.8065,-0.1435,True
persistence,district,2,Pirojpur,medium,0.5,124,72.24,0.2742,-0.2258,True
persistence,district,2,Pirojpur,medium,0.8,124,72.24,0.6613,-0.1387,True
persistence,district,2,Pirojpur,medium,0.95,124,72.24,0.871,-0.079,True
