fold,cut,model,tier,n,mae,rmse,bias,mape_nonzero
11,2025-07-17,gradient_boosting,medium,558,2.102153219385528,3.5770994564604357,0.5499524626844822,69.48014124798213
11,2025-07-17,gradient_boosting,low,180,0.6546608667882187,0.9617040146357385,0.1387455886940176,60.69005576380791
12,2025-10-15,naive_last,high,352,10.110795454545455,20.74061945686641,-2.809659090909091,55.860314820476894
12,2025-10-15,naive_last,medium,512,4.626953125,8.862777675480752,-0.591796875,86.77910721569819
12,2025-10-15,naive_last,low,160,0.95,1.8131464364468746,-0.1125,103.11320754716982
12,2025-10-15,naive_mean_7,high,352,11.16801948051948,24.606202741546095,-3.5844155844155847,46.07304790764732
12,2025-10-15,naive_mean_7,medium,512,4.122767857142858,6.842536992958094,-0.7393973214285714,66.185604588248
12,2025-10-15,naive_mean_7,low,160,0.9651785714285716,1.514681552037138,-0.15446428571428578,65.361956103196
12,2025-10-15,naive_mean_28,high,352,12.646915584415586,29.83725059510576,-7.162540584415584,46.03772065523494
12,2025-10-15,naive_mean_28,medium,512,3.9813755580357144,6.852535516480285,-1.37158203125,60.31339079073338
12,2025-10-15,naive_mean_28,low,160,0.9328125,1.4619618973440156,-0.1542410714285714,55.983506610191235
12,2025-10-15,linear_regression,high,352,9.711572952231002,19.15041978716424,-3.255573568639508,50.01402167252116
12,2025-10-15,linear_regression,medium,512,4.32841937172485,7.748293488442016,-1.160333809755245,76.49833427739044
12,2025-10-15,linear_regression,low,160,0.796279530800461,1.6360221247322098,-0.6452039880764746,92.31087163791985
12,2025-10-15,ridge,high,352,9.682376587433701,19.049378801814427,-3.273542097642432,49.97464812182125
12,2025-10-15,ridge,medium,512,4.327138181102981,7.751849875648085,-1.1730173562627118,76.52285583777488
12,2025-10-15,ridge,low,160,0.7964558463845663,1.6380191880610377,-0.6483747221839625,92.32639420428765
12,2025-10-15,gradient_boosting,high,352,12.123279545807067,30.074970673288135,-5.731453946590284,45.77539294127476
12,2025-10-15,gradient_boosting,medium,512,3.841262992855375,6.672842336704503,-0.6526628984159829,63.61148300200896
12,2025-10-15,gradient_boosting,low,160,0.8646878884542379,1.4305979132267166,-0.17736960780388758,65.22107026045056
14,2026-04-13,naive_last,high,198,1.0303030303030303,2.183501034503251,0.1717171717171717,83.0787037037037
14,2026-04-13,naive_last,medium,288,0.2847222222222222,1.3307266185559425,0.09027777777777778,109.79166666666667
