date,division,district,admissions_24h,cumulative_total,cumulative_deaths,cumulative_discharged,district_raw,source,date_source
2022-07-31,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-07-31,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-07-31,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-08-01,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-08-01,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-08-01,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-08-01,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-08-01,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-08-01,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Chattogram,2,92,0,81,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Cox's Bazar,15,218,6,161,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-08-01,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Dhaka Metro,66,2310,4,2039,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Faridpur,2,11,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Narsingdi,0,3,0,2,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Dhaka,Tangail,0,1,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Bagerhat,0,2,0,2,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Narail,0,10,0,10,নড়াইল,wayback_dghs_pdf,pdf_text
2022-08-01,Khulna,Satkhira,1,8,0,6,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-08-01,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Mymensingh,Mymensingh,1,25,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-08-01,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-08-01,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Naogaon,0,1,0,1,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Natore,0,1,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-08-01,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-08-01,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-08-01,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-08-01,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-01,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-08-02,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-08-02,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-08-02,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-08-02,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-08-02,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-08-02,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Chattogram,4,96,0,84,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Cox's Bazar,10,228,8,170,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-08-02,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Dhaka Metro,51,2361,4,2111,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Faridpur,0,11,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Narsingdi,0,3,0,2,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Dhaka,Tangail,0,1,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Bagerhat,0,2,0,2,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Narail,0,10,0,10,নড়াইল,wayback_dghs_pdf,pdf_text
2022-08-02,Khulna,Satkhira,0,8,0,7,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-08-02,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Mymensingh,Mymensingh,0,25,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-08-02,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-08-02,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Naogaon,0,1,0,1,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Natore,0,1,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-08-02,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-08-02,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-08-02,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-08-02,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-02,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-08-03,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-08-03,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-08-03,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-08-03,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-08-03,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-08-03,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Chattogram,2,98,0,92,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Cox's Bazar,15,243,8,181,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-08-03,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Dhaka Metro,59,2420,4,2158,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Faridpur,0,11,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Narsingdi,0,3,0,2,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Dhaka,Tangail,0,1,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Bagerhat,0,2,0,2,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Narail,0,10,0,10,নড়াইল,wayback_dghs_pdf,pdf_text
2022-08-03,Khulna,Satkhira,0,8,0,7,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-08-03,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Mymensingh,Mymensingh,1,26,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-08-03,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-08-03,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Naogaon,0,1,0,1,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Natore,0,1,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-08-03,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-08-03,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-08-03,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-08-03,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-03,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-08-04,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-08-04,Barishal,Barishal,0,9,0,9,েরি াল,wayback_dghs_pdf,pdf_text
2022-08-04,Barishal,Bhola,3,11,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-08-04,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-08-04,Barishal,Patuakhali,1,6,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-08-04,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Chattogram,3,101,0,92,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Cox's Bazar,16,259,9,190,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-08-04,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Dhaka Metro,67,2487,4,2220,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Faridpur,0,11,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Narsingdi,0,3,0,2,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Dhaka,Tangail,0,1,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Bagerhat,0,2,0,2,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Narail,0,10,0,10,নড়াইল,wayback_dghs_pdf,pdf_text
2022-08-04,Khulna,Satkhira,0,8,0,7,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-08-04,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Mymensingh,Mymensingh,1,27,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-08-04,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-08-04,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-08-04,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-08-04,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-08-04,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-08-04,Rajshahi,Naogaon,0,1,0,1,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-08-04,Rajshahi,Natore,0,1,0,1,নামটাি,wayback_dghs_pdf,pdf_text
2022-08-04,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
