date,division,district,admissions_24h,cumulative_total,cumulative_deaths,cumulative_discharged,district_raw,source,date_source
2024-09-15,Sylhet,Sunamganj,0,2,0,2,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-15,Sylhet,Sylhet,0,8,0,8,রসমলট,wayback_dghs_pdf,pdf_text
2024-09-16,Barishal,Barguna,0,577,1,525,েিগুনা,wayback_dghs_pdf,pdf_text
2024-09-16,Barishal,Barishal,0,547,9,484,েরিোল,wayback_dghs_pdf,pdf_text
2024-09-16,Barishal,Bhola,0,142,0,131,বভালা,wayback_dghs_pdf,pdf_text
2024-09-16,Barishal,Jhalokati,0,39,0,36,িালকাঠি,wayback_dghs_pdf,pdf_text
2024-09-16,Barishal,Patuakhali,0,304,0,280,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2024-09-16,Barishal,Pirojpur,0,304,0,293,রপমিািপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Bandarban,0,332,1,318,োন্দিোন,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Brahmanbaria,0,73,0,58,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Chandpur,0,415,0,409,চাঁদপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Chattogram,0,822,11,748,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Cox's Bazar,0,2499,5,2460,কক্সোিাি,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Cumilla,0,281,0,258,কুর ল্লা,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Feni,0,56,0,56,বফনী,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Khagrachhari,6,62,0,56,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Lakshmipur,0,149,0,148,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Noakhali,3,55,0,52,বনায়াখালী,wayback_dghs_pdf,pdf_text
2024-09-16,Chattogram,Rangamati,0,12,0,11,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Dhaka,0,93,0,93,ঢাকা,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Dhaka Metro,206,8699,73,7239,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Faridpur,0,68,0,68,ফরিদপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Gazipur,0,108,0,108,গািীপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Gopalganj,0,13,0,13,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Kishoreganj,0,20,0,20,রকমোিগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Madaripur,0,219,0,219,াদািীপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Manikganj,6,220,0,214,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Munshiganj,0,15,0,15,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Narayanganj,0,98,0,98,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Narsingdi,5,798,0,793,নিরসিংদী,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Rajbari,0,7,1,6,িািোড়ী,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Shariatpur,0,51,0,51,েিীয়তপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Dhaka,Tangail,20,150,1,129,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Bagerhat,0,24,0,19,োমগিহাট,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Jashore,0,281,1,242,যমোি,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Jhenaidah,0,53,0,47,রিনাইদহ,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Khulna,10,517,4,466,খুলনা,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Kushtia,0,101,0,74,কুরিয়া,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Magura,0,28,0,24,াগুিা,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Meherpur,0,196,0,179,ব মহিপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Narail,0,125,0,119,নড়াইল,wayback_dghs_pdf,pdf_text
2024-09-16,Khulna,Satkhira,0,44,0,43,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2024-09-16,Mymensingh,Jamalpur,0,69,0,53,িা ালপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Mymensingh,Mymensingh,10,284,1,239,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2024-09-16,Mymensingh,Netrokona,0,32,0,28,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2024-09-16,Mymensingh,Sherpur,0,11,0,11,বেিপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Bogura,0,4,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Chapai Nawabganj,0,9,0,6,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Joypurhat,0,1,0,1,িয়পুিহাট,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Naogaon,1,44,0,41,নওগাঁ,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Natore,0,3,0,3,নামটাি,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Pabna,0,78,0,63,পােনা,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Rajshahi,0,12,0,12,িািোহী,wayback_dghs_pdf,pdf_text
2024-09-16,Rajshahi,Sirajganj,0,81,0,79,রসিািগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Dinajpur,0,26,0,21,রদনািপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Gaibandha,0,5,0,5,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Kurigram,0,30,0,25,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Lalmonirhat,0,5,0,3,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Nilphamari,0,16,0,12,নীলফা ািী,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Panchagarh,0,11,0,9,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Rangpur,0,13,0,11,িিংপুি,wayback_dghs_pdf,pdf_text
2024-09-16,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2024-09-16,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোিাি,wayback_dghs_pdf,pdf_text
2024-09-16,Sylhet,Sunamganj,0,2,0,2,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-16,Sylhet,Sylhet,0,8,0,8,রসমলট,wayback_dghs_pdf,pdf_text
2024-09-17,Barishal,Barguna,22,599,2,545,েিগুনা,wayback_dghs_pdf,pdf_text
2024-09-17,Barishal,Barishal,17,564,9,498,েরিোল,wayback_dghs_pdf,pdf_text
2024-09-17,Barishal,Bhola,8,150,0,135,বভালা,wayback_dghs_pdf,pdf_text
2024-09-17,Barishal,Jhalokati,5,44,0,36,িালকাঠি,wayback_dghs_pdf,pdf_text
2024-09-17,Barishal,Patuakhali,15,319,0,289,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2024-09-17,Barishal,Pirojpur,13,317,0,300,রপমিািপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Bandarban,17,349,1,328,োন্দিোন,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Brahmanbaria,4,77,0,72,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Chandpur,0,415,0,409,চাঁদপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Chattogram,81,903,12,779,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Cox's Bazar,91,2590,5,2507,কক্সোিাি,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Cumilla,20,301,0,274,কুর ল্লা,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Feni,3,59,0,56,বফনী,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Khagrachhari,1,63,0,62,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Lakshmipur,5,154,0,149,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Noakhali,2,57,0,55,বনায়াখালী,wayback_dghs_pdf,pdf_text
2024-09-17,Chattogram,Rangamati,0,12,0,11,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Dhaka,5,98,0,93,ঢাকা,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Dhaka Metro,367,9066,76,7591,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Faridpur,14,82,0,68,ফরিদপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Gazipur,12,120,0,108,গািীপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Gopalganj,0,13,0,13,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Kishoreganj,0,20,0,20,রকমোিগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Madaripur,8,227,0,219,াদািীপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Manikganj,7,227,0,220,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Munshiganj,0,15,0,15,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Narayanganj,24,122,0,98,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Narsingdi,7,805,0,798,নিরসিংদী,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Rajbari,0,7,1,6,িািোড়ী,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Shariatpur,0,51,0,51,েিীয়তপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Dhaka,Tangail,11,161,1,149,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Bagerhat,1,25,0,21,োমগিহাট,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Jashore,0,281,1,242,যমোি,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Jhenaidah,7,60,0,53,রিনাইদহ,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Khulna,9,526,4,481,খুলনা,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Kushtia,16,117,0,99,কুরিয়া,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Magura,3,31,0,27,াগুিা,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Meherpur,19,215,0,195,ব মহিপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Narail,11,136,0,125,নড়াইল,wayback_dghs_pdf,pdf_text
2024-09-17,Khulna,Satkhira,6,50,0,44,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2024-09-17,Mymensingh,Jamalpur,1,70,0,53,িা ালপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Mymensingh,Mymensingh,12,296,1,240,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2024-09-17,Mymensingh,Netrokona,0,32,0,28,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2024-09-17,Mymensingh,Sherpur,0,11,0,11,বেিপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Bogura,4,8,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Chapai Nawabganj,0,9,0,6,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Joypurhat,0,1,0,1,িয়পুিহাট,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Naogaon,0,44,0,42,নওগাঁ,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Natore,0,3,0,3,নামটাি,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Pabna,7,85,0,71,পােনা,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Rajshahi,0,12,0,12,িািোহী,wayback_dghs_pdf,pdf_text
2024-09-17,Rajshahi,Sirajganj,14,95,0,85,রসিািগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Dinajpur,0,26,0,22,রদনািপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Gaibandha,0,5,0,5,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Kurigram,0,30,0,26,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Lalmonirhat,0,5,0,3,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Nilphamari,1,17,0,13,নীলফা ািী,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Panchagarh,2,13,0,9,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Rangpur,0,13,0,11,িিংপুি,wayback_dghs_pdf,pdf_text
2024-09-17,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2024-09-17,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোিাি,wayback_dghs_pdf,pdf_text
2024-09-17,Sylhet,Sunamganj,0,2,0,2,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-17,Sylhet,Sylhet,0,8,0,8,রসমলট,wayback_dghs_pdf,pdf_text
2024-09-18,Barishal,Barguna,15,614,2,555,েিগুনা,wayback_dghs_pdf,pdf_text
2024-09-18,Barishal,Barishal,11,575,9,519,েরিোল,wayback_dghs_pdf,pdf_text
2024-09-18,Barishal,Bhola,7,157,0,145,বভালা,wayback_dghs_pdf,pdf_text
2024-09-18,Barishal,Jhalokati,0,44,0,36,িালকাঠি,wayback_dghs_pdf,pdf_text
2024-09-18,Barishal,Patuakhali,10,329,0,299,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2024-09-18,Barishal,Pirojpur,3,320,0,309,রপমিািপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Bandarban,11,360,1,333,োন্দিোন,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Brahmanbaria,2,79,0,72,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Chandpur,23,438,0,415,চাঁদপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Chattogram,34,937,12,815,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Cox's Bazar,54,2644,5,2542,কক্সোিাি,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Cumilla,10,311,0,281,কুর ল্লা,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Feni,5,64,0,57,বফনী,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Khagrachhari,0,63,0,62,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Lakshmipur,3,157,0,151,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Noakhali,2,59,0,57,বনায়াখালী,wayback_dghs_pdf,pdf_text
2024-09-18,Chattogram,Rangamati,1,13,0,12,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Dhaka,7,105,0,93,ঢাকা,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Dhaka Metro,401,9467,82,7943,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Faridpur,15,97,0,68,ফরিদপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Gazipur,5,125,0,108,গািীপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Gopalganj,3,16,0,13,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Kishoreganj,5,25,0,20,রকমোিগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Madaripur,14,241,0,219,াদািীপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Manikganj,18,245,0,220,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Munshiganj,0,15,0,15,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Narayanganj,16,138,0,98,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Narsingdi,13,818,0,798,নিরসিংদী,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Rajbari,0,7,1,6,িািোড়ী,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Shariatpur,5,56,0,51,েিীয়তপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Dhaka,Tangail,12,173,1,149,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Bagerhat,0,25,0,21,োমগিহাট,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Jashore,13,294,1,242,যমোি,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Jhenaidah,6,66,0,60,রিনাইদহ,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Khulna,45,571,4,492,খুলনা,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Kushtia,4,121,0,99,কুরিয়া,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Magura,3,34,0,30,াগুিা,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Meherpur,6,221,0,209,ব মহিপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Narail,14,150,0,133,নড়াইল,wayback_dghs_pdf,pdf_text
2024-09-18,Khulna,Satkhira,3,53,0,44,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2024-09-18,Mymensingh,Jamalpur,3,73,0,53,িা ালপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Mymensingh,Mymensingh,14,310,1,265,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2024-09-18,Mymensingh,Netrokona,0,32,0,28,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2024-09-18,Mymensingh,Sherpur,1,12,0,11,বেিপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Bogura,0,8,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Chapai Nawabganj,4,13,0,9,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Joypurhat,0,1,0,1,িয়পুিহাট,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Naogaon,0,44,0,42,নওগাঁ,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Natore,0,3,0,3,নামটাি,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Pabna,7,92,0,72,পােনা,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Rajshahi,0,12,0,12,িািোহী,wayback_dghs_pdf,pdf_text
2024-09-18,Rajshahi,Sirajganj,9,104,0,89,রসিািগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Dinajpur,0,26,0,22,রদনািপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Gaibandha,1,6,0,5,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Kurigram,20,50,0,40,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Lalmonirhat,0,5,0,3,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Nilphamari,0,17,0,13,নীলফা ািী,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Panchagarh,0,13,0,11,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Rangpur,7,20,0,15,িিংপুি,wayback_dghs_pdf,pdf_text
2024-09-18,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2024-09-18,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোিাি,wayback_dghs_pdf,pdf_text
2024-09-18,Sylhet,Sunamganj,0,2,0,2,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-18,Sylhet,Sylhet,0,8,0,8,রসমলট,wayback_dghs_pdf,pdf_text
2024-09-19,Barishal,Barguna,15,629,2,567,েিগুনা,wayback_dghs_pdf,pdf_text
2024-09-19,Barishal,Barishal,4,579,9,529,েরিোল,wayback_dghs_pdf,pdf_text
2024-09-19,Barishal,Bhola,3,160,0,148,বভালা,wayback_dghs_pdf,pdf_text
2024-09-19,Barishal,Jhalokati,3,47,0,36,িালকাঠি,wayback_dghs_pdf,pdf_text
2024-09-19,Barishal,Patuakhali,15,344,0,311,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2024-09-19,Barishal,Pirojpur,9,329,0,314,রপমিািপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Bandarban,8,368,1,344,োন্দিোন,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Brahmanbaria,10,89,0,74,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Chandpur,17,455,0,432,চাঁদপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Chattogram,43,980,12,854,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Cox's Bazar,53,2697,5,2588,কক্সোিাি,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Cumilla,13,324,0,284,কুর ল্লা,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Feni,0,64,0,57,বফনী,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Khagrachhari,3,66,0,63,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Lakshmipur,2,159,0,152,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Noakhali,0,59,0,57,বনায়াখালী,wayback_dghs_pdf,pdf_text
2024-09-19,Chattogram,Rangamati,0,13,0,12,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Dhaka,7,112,0,93,ঢাকা,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Dhaka Metro,362,9829,85,8249,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Faridpur,18,115,0,69,ফরিদপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Gazipur,13,138,0,108,গািীপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Gopalganj,0,16,0,13,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Kishoreganj,0,25,0,20,রকমোিগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Madaripur,10,251,0,219,াদািীপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Manikganj,30,275,0,229,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Munshiganj,14,29,0,15,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Narayanganj,11,149,0,98,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Narsingdi,22,840,0,802,নিরসিংদী,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Rajbari,0,7,1,6,িািোড়ী,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Shariatpur,2,58,0,51,েিীয়তপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Dhaka,Tangail,16,189,1,153,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Bagerhat,3,28,0,24,োমগিহাট,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Jashore,36,330,1,271,যমোি,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Jhenaidah,6,72,0,66,রিনাইদহ,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Khulna,27,598,4,523,খুলনা,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Kushtia,7,128,0,110,কুরিয়া,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Magura,3,37,0,33,াগুিা,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Meherpur,10,231,0,214,ব মহিপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Narail,3,153,0,139,নড়াইল,wayback_dghs_pdf,pdf_text
2024-09-19,Khulna,Satkhira,1,54,0,47,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2024-09-19,Mymensingh,Jamalpur,6,79,0,69,িা ালপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Mymensingh,Mymensingh,22,332,1,290,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2024-09-19,Mymensingh,Netrokona,6,38,0,31,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2024-09-19,Mymensingh,Sherpur,1,13,0,12,বেিপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Bogura,5,13,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Chapai Nawabganj,0,13,0,9,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Joypurhat,0,1,0,1,িয়পুিহাট,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Naogaon,3,47,0,42,নওগাঁ,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Natore,0,3,0,3,নামটাি,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Pabna,0,92,0,72,পােনা,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Rajshahi,0,12,0,12,িািোহী,wayback_dghs_pdf,pdf_text
2024-09-19,Rajshahi,Sirajganj,6,110,0,91,রসিািগঞ্জ,wayback_dghs_pdf,pdf_text
2024-09-19,Rangpur,Dinajpur,2,28,0,24,রদনািপুি,wayback_dghs_pdf,pdf_text
2024-09-19,Rangpur,Gaibandha,0,6,0,5,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2024-09-19,Rangpur,Kurigram,9,59,0,40,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2024-09-19,Rangpur,Lalmonirhat,9,14,0,3,লাল রনিহাট,wayback_dghs_pdf,pdf_text
