date,division,district,rain_mm,temp_mean_c,temp_max_c,humidity_pct
2022-10-15,Khulna,Meherpur,1.05,25.79,30.36,82.82
2022-10-15,Sylhet,Moulvibazar,0.02,26.88,31.39,84.33
2022-10-15,Dhaka,Munshiganj,2.91,26.9,30.39,86.37
2022-10-15,Mymensingh,Mymensingh,0.84,26.09,30.59,85.88
2022-10-15,Rajshahi,Naogaon,0.28,24.61,29.58,83.06
2022-10-15,Khulna,Narail,3.7,26.78,30.72,86.48
2022-10-15,Dhaka,Narayanganj,2.91,26.9,30.39,86.37
2022-10-15,Dhaka,Narsingdi,1.38,26.5,30.45,86.21
2022-10-15,Rajshahi,Natore,0.57,25.59,29.89,82.72
2022-10-15,Mymensingh,Netrokona,0.33,25.92,30.85,83.59
2022-10-15,Rangpur,Nilphamari,0.0,24.34,29.17,87.1
2022-10-15,Chattogram,Noakhali,5.58,28.46,30.4,81.81
2022-10-15,Rajshahi,Pabna,1.44,26.04,30.14,83.65
2022-10-15,Rangpur,Panchagarh,0.0,25.02,29.14,83.64
2022-10-15,Barishal,Patuakhali,2.95,28.42,30.32,81.8
2022-10-15,Barishal,Pirojpur,4.99,27.0,30.81,87.56
2022-10-15,Dhaka,Rajbari,2.71,26.45,30.42,85.1
2022-10-15,Rajshahi,Rajshahi,0.5,25.23,30.05,82.19
2022-10-15,Chattogram,Rangamati,1.44,25.57,30.82,87.13
2022-10-15,Rangpur,Rangpur,0.1,24.91,29.46,83.88
2022-10-15,Khulna,Satkhira,3.79,27.02,30.95,87.32
2022-10-15,Dhaka,Shariatpur,4.7,27.13,30.27,86.8
2022-10-15,Mymensingh,Sherpur,0.39,25.73,30.17,83.86
2022-10-15,Rajshahi,Sirajganj,0.57,25.59,29.89,82.72
2022-10-15,Sylhet,Sunamganj,0.05,26.68,31.39,81.2
2022-10-15,Sylhet,Sylhet,0.02,26.42,30.84,84.97
2022-10-15,Dhaka,Tangail,0.8,25.86,30.09,84.81
2022-10-15,Rangpur,Thakurgaon,0.03,23.96,28.89,87.46
2022-10-16,Khulna,Bagerhat,1.69,25.98,30.39,85.85
2022-10-16,Chattogram,Bandarban,3.68,26.39,30.61,89.06
2022-10-16,Barishal,Barguna,1.27,27.03,29.99,82.85
2022-10-16,Barishal,Barishal,3.15,26.57,30.77,86.36
2022-10-16,Barishal,Bhola,1.97,26.88,30.44,85.91
2022-10-16,Rajshahi,Bogura,0.17,25.42,30.43,83.62
2022-10-16,Chattogram,Brahmanbaria,0.89,26.71,31.63,84.32
2022-10-16,Chattogram,Chandpur,2.61,26.37,31.19,85.65
2022-10-16,Rajshahi,Chapai Nawabganj,0.01,25.29,30.43,81.42
2022-10-16,Chattogram,Chattogram,0.85,28.26,32.75,82.86
2022-10-16,Khulna,Chuadanga,0.01,25.39,30.63,82.61
2022-10-16,Chattogram,Cox's Bazar,4.06,28.74,29.29,83.16
2022-10-16,Chattogram,Cumilla,1.35,26.53,31.54,86.92
2022-10-16,Dhaka,Dhaka,0.71,25.91,30.97,84.51
2022-10-16,Rangpur,Dinajpur,0.98,24.64,30.37,83.62
2022-10-16,Dhaka,Faridpur,1.67,25.88,30.7,85.01
2022-10-16,Chattogram,Feni,1.25,26.61,31.32,87.87
2022-10-16,Rangpur,Gaibandha,0.43,25.36,30.71,83.66
2022-10-16,Dhaka,Gazipur,2.1,26.31,31.67,84.44
2022-10-16,Dhaka,Gopalganj,3.64,25.87,30.72,85.56
2022-10-16,Sylhet,Habiganj,0.87,27.22,32.08,80.96
2022-10-16,Mymensingh,Jamalpur,0.1,26.03,31.34,82.67
2022-10-16,Khulna,Jashore,1.03,25.46,30.5,84.34
2022-10-16,Barishal,Jhalokati,1.69,25.98,30.39,85.85
2022-10-16,Khulna,Jhenaidah,0.38,25.39,30.41,84.05
2022-10-16,Rajshahi,Joypurhat,0.17,25.42,30.43,83.62
2022-10-16,Chattogram,Khagrachhari,1.17,28.01,35.12,81.74
2022-10-16,Khulna,Khulna,0.72,25.74,30.36,84.57
2022-10-16,Dhaka,Kishoreganj,0.87,27.22,32.08,80.96
2022-10-16,Rangpur,Kurigram,0.04,25.74,30.25,83.22
2022-10-16,Khulna,Kushtia,0.01,25.29,30.54,82.52
2022-10-16,Chattogram,Lakshmipur,3.15,26.57,30.77,86.36
2022-10-16,Rangpur,Lalmonirhat,0.4,25.44,30.38,83.69
2022-10-16,Dhaka,Madaripur,3.64,25.87,30.72,85.56
2022-10-16,Khulna,Magura,0.38,25.39,30.41,84.05
2022-10-16,Dhaka,Manikganj,0.71,25.91,30.97,84.51
2022-10-16,Khulna,Meherpur,0.01,25.29,30.54,82.52
2022-10-16,Sylhet,Moulvibazar,0.78,27.18,32.29,81.91
2022-10-16,Dhaka,Munshiganj,2.61,26.37,31.19,85.65
2022-10-16,Mymensingh,Mymensingh,1.59,26.55,32.01,81.84
2022-10-16,Rajshahi,Naogaon,0.33,24.89,30.34,83.8
2022-10-16,Khulna,Narail,1.03,25.46,30.5,84.34
2022-10-16,Dhaka,Narayanganj,2.61,26.37,31.19,85.65
2022-10-16,Dhaka,Narsingdi,2.1,26.31,31.67,84.44
2022-10-16,Rajshahi,Natore,0.01,25.46,30.33,83.71
2022-10-16,Mymensingh,Netrokona,0.36,26.82,32.27,77.97
2022-10-16,Rangpur,Nilphamari,1.01,24.6,30.17,82.51
2022-10-16,Chattogram,Noakhali,0.89,28.08,30.69,84.48
2022-10-16,Rajshahi,Pabna,0.01,25.46,30.36,83.79
2022-10-16,Rangpur,Panchagarh,0.42,25.33,29.38,79.1
2022-10-16,Barishal,Patuakhali,1.12,27.85,29.92,83.35
2022-10-16,Barishal,Pirojpur,1.69,25.98,30.39,85.85
2022-10-16,Dhaka,Rajbari,0.38,25.39,30.41,84.05
2022-10-16,Rajshahi,Rajshahi,0.01,25.17,30.49,82.9
2022-10-16,Chattogram,Rangamati,0.95,27.38,32.38,81.32
2022-10-16,Rangpur,Rangpur,0.43,25.36,30.71,83.66
2022-10-16,Khulna,Satkhira,0.72,25.74,30.36,84.57
2022-10-16,Dhaka,Shariatpur,3.15,26.57,30.77,86.36
2022-10-16,Mymensingh,Sherpur,0.1,26.03,31.34,82.67
2022-10-16,Rajshahi,Sirajganj,0.01,25.46,30.33,83.71
2022-10-16,Sylhet,Sunamganj,0.82,27.39,31.73,76.2
2022-10-16,Sylhet,Sylhet,0.81,27.2,32.81,78.3
2022-10-16,Dhaka,Tangail,0.43,25.92,31.09,84.01
2022-10-16,Rangpur,Thakurgaon,0.7,24.24,30.13,82.27
2022-10-17,Khulna,Bagerhat,3.8,26.71,30.81,82.72
2022-10-17,Chattogram,Bandarban,1.89,25.57,28.74,90.24
2022-10-17,Barishal,Barguna,4.21,27.61,30.35,79.11
2022-10-17,Barishal,Barishal,0.31,27.39,31.24,82.73
2022-10-17,Barishal,Bhola,1.08,27.54,30.83,82.49
2022-10-17,Rajshahi,Bogura,1.17,25.82,30.74,85.67
2022-10-17,Chattogram,Brahmanbaria,0.02,27.38,32.13,81.75
2022-10-17,Chattogram,Chandpur,1.1,27.15,31.6,83.12
2022-10-17,Rajshahi,Chapai Nawabganj,0.24,25.18,29.93,83.67
2022-10-17,Chattogram,Chattogram,0.56,27.69,29.91,84.52
2022-10-17,Khulna,Chuadanga,3.75,25.71,30.86,83.95
2022-10-17,Chattogram,Cox's Bazar,7.63,28.32,28.77,80.16
2022-10-17,Chattogram,Cumilla,0.07,27.23,31.7,84.2
2022-10-17,Dhaka,Dhaka,5.42,26.42,31.27,85.02
2022-10-17,Rangpur,Dinajpur,0.06,24.76,30.25,86.36
2022-10-17,Dhaka,Faridpur,5.89,26.52,31.13,84.11
2022-10-17,Chattogram,Feni,0.3,27.36,31.44,85.1
2022-10-17,Rangpur,Gaibandha,0.52,25.8,30.72,85.64
2022-10-17,Dhaka,Gazipur,1.04,26.94,31.97,83.76
2022-10-17,Dhaka,Gopalganj,2.78,26.63,31.16,82.99
2022-10-17,Sylhet,Habiganj,0.12,27.84,32.67,79.51
2022-10-17,Mymensingh,Jamalpur,2.59,26.6,31.73,84.25
2022-10-17,Khulna,Jashore,5.89,26.06,30.92,83.17
2022-10-17,Barishal,Jhalokati,3.8,26.71,30.81,82.72
2022-10-17,Khulna,Jhenaidah,7.02,25.88,30.86,84.17
2022-10-17,Rajshahi,Joypurhat,1.17,25.82,30.74,85.67
2022-10-17,Chattogram,Khagrachhari,0.39,27.57,32.46,84.59
2022-10-17,Khulna,Khulna,5.5,26.41,30.61,81.81
2022-10-17,Dhaka,Kishoreganj,0.12,27.84,32.67,79.51
2022-10-17,Rangpur,Kurigram,0.34,26.12,30.83,80.5
2022-10-17,Khulna,Kushtia,2.73,25.55,30.72,84.1
2022-10-17,Chattogram,Lakshmipur,0.31,27.39,31.24,82.73
2022-10-17,Rangpur,Lalmonirhat,0.13,26.2,30.88,81.23
2022-10-17,Dhaka,Madaripur,2.78,26.63,31.16,82.99
2022-10-17,Khulna,Magura,7.02,25.88,30.86,84.17
2022-10-17,Dhaka,Manikganj,5.42,26.42,31.27,85.02
2022-10-17,Khulna,Meherpur,2.73,25.55,30.72,84.1
2022-10-17,Sylhet,Moulvibazar,0.03,27.65,32.21,80.34
2022-10-17,Dhaka,Munshiganj,1.1,27.15,31.6,83.12
2022-10-17,Mymensingh,Mymensingh,1.49,26.96,32.39,83.17
2022-10-17,Rajshahi,Naogaon,0.25,24.87,30.19,85.85
2022-10-17,Khulna,Narail,5.89,26.06,30.92,83.17
2022-10-17,Dhaka,Narayanganj,1.1,27.15,31.6,83.12
2022-10-17,Dhaka,Narsingdi,1.04,26.94,31.97,83.76
2022-10-17,Rajshahi,Natore,2.72,25.81,30.8,85.07
2022-10-17,Mymensingh,Netrokona,2.65,27.25,31.99,80.06
2022-10-17,Rangpur,Nilphamari,0.01,25.34,30.8,83.31
2022-10-17,Chattogram,Noakhali,0.61,28.38,30.02,80.22
2022-10-17,Rajshahi,Pabna,5.59,25.86,30.8,84.53
2022-10-17,Rangpur,Panchagarh,0.0,26.06,30.49,78.29
2022-10-17,Barishal,Patuakhali,1.88,28.16,29.94,79.44
2022-10-17,Barishal,Pirojpur,3.8,26.71,30.81,82.72
2022-10-17,Dhaka,Rajbari,7.02,25.88,30.86,84.17
2022-10-17,Rajshahi,Rajshahi,1.14,25.22,30.33,84.68
2022-10-17,Chattogram,Rangamati,1.24,26.93,29.88,79.75
2022-10-17,Rangpur,Rangpur,0.52,25.8,30.72,85.64
2022-10-17,Khulna,Satkhira,5.5,26.41,30.61,81.81
2022-10-17,Dhaka,Shariatpur,0.31,27.39,31.24,82.73
2022-10-17,Mymensingh,Sherpur,2.59,26.6,31.73,84.25
2022-10-17,Rajshahi,Sirajganj,2.72,25.81,30.8,85.07
2022-10-17,Sylhet,Sunamganj,0.47,27.68,31.5,76.88
2022-10-17,Sylhet,Sylhet,0.31,27.4,31.79,77.39
2022-10-17,Dhaka,Tangail,3.52,26.36,31.27,85.83
2022-10-17,Rangpur,Thakurgaon,0.0,24.78,30.5,84.35
2022-10-18,Khulna,Bagerhat,0.35,27.32,30.87,79.25
2022-10-18,Chattogram,Bandarban,2.19,25.16,28.59,88.0
2022-10-18,Barishal,Barguna,0.58,28.1,30.32,76.06
2022-10-18,Barishal,Barishal,1.04,27.61,30.82,80.06
2022-10-18,Barishal,Bhola,0.94,27.57,30.34,81.35
2022-10-18,Rajshahi,Bogura,0.0,25.9,30.77,85.13
2022-10-18,Chattogram,Brahmanbaria,1.24,27.37,30.93,81.61
2022-10-18,Chattogram,Chandpur,0.93,27.52,31.16,80.04
2022-10-18,Rajshahi,Chapai Nawabganj,0.0,25.13,30.13,84.22
2022-10-18,Chattogram,Chattogram,2.7,28.3,29.9,74.58
2022-10-18,Khulna,Chuadanga,0.51,26.27,30.57,81.82
2022-10-18,Chattogram,Cox's Bazar,3.89,28.44,29.29,76.93
2022-10-18,Chattogram,Cumilla,3.4,27.31,30.73,81.71
2022-10-18,Dhaka,Dhaka,0.08,26.92,30.98,82.41
2022-10-18,Rangpur,Dinajpur,0.0,24.84,30.9,84.14
2022-10-18,Dhaka,Faridpur,0.25,27.09,30.88,80.87
2022-10-18,Chattogram,Feni,4.08,27.52,30.59,81.54
2022-10-18,Rangpur,Gaibandha,0.0,25.9,30.74,84.24
2022-10-18,Dhaka,Gazipur,0.46,27.14,31.24,81.99
2022-10-18,Dhaka,Gopalganj,0.43,27.15,30.99,79.85
2022-10-18,Sylhet,Habiganj,0.4,27.52,31.63,82.17
2022-10-18,Mymensingh,Jamalpur,0.0,26.61,31.23,84.46
2022-10-18,Khulna,Jashore,1.1,26.83,30.71,80.24
2022-10-18,Barishal,Jhalokati,0.35,27.32,30.87,79.25
2022-10-18,Khulna,Jhenaidah,0.46,26.56,30.65,81.74
2022-10-18,Rajshahi,Joypurhat,0.0,25.9,30.77,85.13
2022-10-18,Chattogram,Khagrachhari,4.47,27.6,31.9,79.88
2022-10-18,Khulna,Khulna,0.9,27.26,30.69,77.97
2022-10-18,Dhaka,Kishoreganj,0.4,27.52,31.63,82.17
2022-10-18,Rangpur,Kurigram,0.0,26.16,30.44,79.42
2022-10-18,Khulna,Kushtia,0.06,25.8,30.52,83.31
2022-10-18,Chattogram,Lakshmipur,1.04,27.61,30.82,80.06
2022-10-18,Rangpur,Lalmonirhat,0.0,26.22,30.68,80.43
2022-10-18,Dhaka,Madaripur,0.43,27.15,30.99,79.85
2022-10-18,Khulna,Magura,0.46,26.56,30.65,81.74
2022-10-18,Dhaka,Manikganj,0.08,26.92,30.98,82.41
2022-10-18,Khulna,Meherpur,0.06,25.8,30.52,83.31
2022-10-18,Sylhet,Moulvibazar,0.36,27.33,31.25,82.75
2022-10-18,Dhaka,Munshiganj,0.93,27.52,31.16,80.04
2022-10-18,Mymensingh,Mymensingh,0.13,26.95,31.4,84.14
2022-10-18,Rajshahi,Naogaon,0.0,24.8,30.65,85.02
2022-10-18,Khulna,Narail,1.1,26.83,30.71,80.24
2022-10-18,Dhaka,Narayanganj,0.93,27.52,31.16,80.04
2022-10-18,Dhaka,Narsingdi,0.46,27.14,31.24,81.99
2022-10-18,Rajshahi,Natore,0.0,26.06,30.69,84.51
2022-10-18,Mymensingh,Netrokona,0.06,27.11,31.65,81.34
2022-10-18,Rangpur,Nilphamari,0.0,25.27,30.9,82.99
2022-10-18,Chattogram,Noakhali,2.77,28.53,29.55,76.55
2022-10-18,Rajshahi,Pabna,0.06,26.33,30.63,83.27
2022-10-18,Rangpur,Panchagarh,0.0,25.66,29.98,79.35
2022-10-18,Barishal,Patuakhali,1.95,28.15,29.3,78.2
2022-10-18,Barishal,Pirojpur,0.35,27.32,30.87,79.25
2022-10-18,Dhaka,Rajbari,0.46,26.56,30.65,81.74
2022-10-18,Rajshahi,Rajshahi,0.0,25.23,30.6,84.48
2022-10-18,Chattogram,Rangamati,4.7,26.65,30.37,79.47
2022-10-18,Rangpur,Rangpur,0.0,25.9,30.74,84.24
2022-10-18,Khulna,Satkhira,0.9,27.26,30.69,77.97
2022-10-18,Dhaka,Shariatpur,1.04,27.61,30.82,80.06
2022-10-18,Mymensingh,Sherpur,0.0,26.61,31.23,84.46
2022-10-18,Rajshahi,Sirajganj,0.0,26.06,30.69,84.51
2022-10-18,Sylhet,Sunamganj,0.29,27.79,31.98,77.61
2022-10-18,Sylhet,Sylhet,0.34,27.24,31.01,80.65
2022-10-18,Dhaka,Tangail,0.02,26.73,31.07,84.46
2022-10-18,Rangpur,Thakurgaon,0.0,24.25,30.32,83.74
2022-10-19,Khulna,Bagerhat,2.29,26.94,30.08,83.12
2022-10-19,Chattogram,Bandarban,5.79,24.91,28.08,88.74
2022-10-19,Barishal,Barguna,2.45,27.96,29.75,77.28
2022-10-19,Barishal,Barishal,1.11,26.87,29.78,83.74
2022-10-19,Barishal,Bhola,1.62,27.32,29.77,82.23
2022-10-19,Rajshahi,Bogura,0.0,24.86,29.17,85.94
2022-10-19,Chattogram,Brahmanbaria,0.35,26.39,30.0,83.18
2022-10-19,Chattogram,Chandpur,0.55,26.62,30.03,83.28
2022-10-19,Rajshahi,Chapai Nawabganj,0.0,24.27,28.02,84.2
2022-10-19,Chattogram,Chattogram,6.14,28.02,30.6,75.85
2022-10-19,Khulna,Chuadanga,1.61,25.42,29.91,85.03
2022-10-19,Chattogram,Cox's Bazar,4.34,28.5,29.31,74.32
2022-10-19,Chattogram,Cumilla,2.08,26.39,30.02,84.32
2022-10-19,Dhaka,Dhaka,0.03,26.2,30.03,84.01
2022-10-19,Rangpur,Dinajpur,0.0,23.34,27.2,88.06
2022-10-19,Dhaka,Faridpur,0.27,26.33,29.97,84.29
2022-10-19,Chattogram,Feni,4.57,26.55,30.0,85.38
2022-10-19,Rangpur,Gaibandha,0.0,24.51,28.85,87.36
2022-10-19,Dhaka,Gazipur,0.13,26.32,30.1,83.33
2022-10-19,Dhaka,Gopalganj,1.14,26.49,30.0,84.78
2022-10-19,Sylhet,Habiganj,0.05,26.58,30.36,81.74
2022-10-19,Mymensingh,Jamalpur,0.0,25.7,29.92,85.1
2022-10-19,Khulna,Jashore,3.7,26.08,30.13,85.6
2022-10-19,Barishal,Jhalokati,2.29,26.94,30.08,83.12
2022-10-19,Khulna,Jhenaidah,0.98,25.86,29.91,85.02
2022-10-19,Rajshahi,Joypurhat,0.0,24.86,29.17,85.94
2022-10-19,Chattogram,Khagrachhari,5.17,26.31,31.07,85.24
2022-10-19,Khulna,Khulna,6.26,26.62,30.17,83.9
2022-10-19,Dhaka,Kishoreganj,0.05,26.58,30.36,81.74
2022-10-19,Rangpur,Kurigram,0.0,24.95,28.33,83.57
2022-10-19,Khulna,Kushtia,0.22,25.03,29.64,84.91
2022-10-19,Chattogram,Lakshmipur,1.11,26.87,29.78,83.74
2022-10-19,Rangpur,Lalmonirhat,0.0,24.08,27.67,87.76
2022-10-19,Dhaka,Madaripur,1.14,26.49,30.0,84.78
2022-10-19,Khulna,Magura,0.98,25.86,29.91,85.02
2022-10-19,Dhaka,Manikganj,0.03,26.2,30.03,84.01
2022-10-19,Khulna,Meherpur,0.22,25.03,29.64,84.91
2022-10-19,Sylhet,Moulvibazar,0.06,26.47,30.06,82.99
2022-10-19,Dhaka,Munshiganj,0.55,26.62,30.03,83.28
2022-10-19,Mymensingh,Mymensingh,0.02,26.39,30.5,82.62
2022-10-19,Rajshahi,Naogaon,0.0,23.89,28.41,86.48
2022-10-19,Khulna,Narail,3.7,26.08,30.13,85.6
2022-10-19,Dhaka,Narayanganj,0.55,26.62,30.03,83.28
2022-10-19,Dhaka,Narsingdi,0.13,26.32,30.1,83.33
2022-10-19,Rajshahi,Natore,0.0,25.23,29.44,84.87
2022-10-19,Mymensingh,Netrokona,0.0,26.21,30.49,81.85
2022-10-19,Rangpur,Nilphamari,0.0,23.12,26.18,88.88
2022-10-19,Chattogram,Noakhali,5.59,28.28,29.51,76.67
2022-10-19,Rajshahi,Pabna,0.09,25.66,29.67,84.43
2022-10-19,Rangpur,Panchagarh,0.0,23.14,26.32,85.86
2022-10-19,Barishal,Patuakhali,2.63,28.16,29.39,77.03
2022-10-19,Barishal,Pirojpur,2.29,26.94,30.08,83.12
2022-10-19,Dhaka,Rajbari,0.98,25.86,29.91,85.02
2022-10-19,Rajshahi,Rajshahi,0.0,24.46,29.14,85.39
2022-10-19,Chattogram,Rangamati,7.43,25.98,29.74,80.47
2022-10-19,Rangpur,Rangpur,0.0,24.51,28.85,87.36
2022-10-19,Khulna,Satkhira,6.26,26.62,30.17,83.9
2022-10-19,Dhaka,Shariatpur,1.11,26.87,29.78,83.74
2022-10-19,Mymensingh,Sherpur,0.0,25.7,29.92,85.1
2022-10-19,Rajshahi,Sirajganj,0.0,25.23,29.44,84.87
2022-10-19,Sylhet,Sunamganj,0.01,26.59,30.89,78.63
2022-10-19,Sylhet,Sylhet,0.01,26.03,29.67,81.43
2022-10-19,Dhaka,Tangail,0.0,25.87,29.94,84.92
2022-10-19,Rangpur,Thakurgaon,0.0,23.28,26.73,87.33
2022-10-20,Khulna,Bagerhat,0.62,26.3,30.5,86.08
2022-10-20,Chattogram,Bandarban,2.94,25.44,29.82,86.72
2022-10-20,Barishal,Barguna,0.35,27.2,30.28,82.68
2022-10-20,Barishal,Barishal,0.21,26.49,30.64,85.32
2022-10-20,Barishal,Bhola,0.29,26.91,30.36,85.17
2022-10-20,Rajshahi,Bogura,0.0,24.82,29.96,85.41
2022-10-20,Chattogram,Brahmanbaria,0.17,26.25,30.76,83.76
2022-10-20,Chattogram,Chandpur,0.11,26.41,30.93,84.43
2022-10-20,Rajshahi,Chapai Nawabganj,0.0,24.19,29.73,81.18
2022-10-20,Chattogram,Chattogram,1.53,28.25,32.09,76.14
2022-10-20,Khulna,Chuadanga,0.55,24.95,30.28,83.62
2022-10-20,Chattogram,Cox's Bazar,2.29,28.67,30.0,75.98
2022-10-20,Chattogram,Cumilla,0.22,26.06,30.75,85.73
2022-10-20,Dhaka,Dhaka,0.04,26.1,30.79,85.09
2022-10-20,Rangpur,Dinajpur,0.0,23.91,29.86,82.74
2022-10-20,Dhaka,Faridpur,0.3,26.09,30.75,85.62
2022-10-20,Chattogram,Feni,0.59,26.35,30.96,85.99
2022-10-20,Rangpur,Gaibandha,0.0,24.79,30.07,84.93
2022-10-20,Dhaka,Gazipur,0.04,26.32,31.14,83.97
2022-10-20,Dhaka,Gopalganj,0.76,26.04,30.75,86.14
2022-10-20,Sylhet,Habiganj,0.01,26.65,31.36,80.62
2022-10-20,Mymensingh,Jamalpur,0.0,25.7,30.83,84.88
2022-10-20,Khulna,Jashore,1.86,25.5,30.41,86.19
2022-10-20,Barishal,Jhalokati,0.62,26.3,30.5,86.08
2022-10-20,Khulna,Jhenaidah,0.78,25.41,30.36,85.6
2022-10-20,Rajshahi,Joypurhat,0.0,24.82,29.96,85.41
2022-10-20,Chattogram,Khagrachhari,0.66,27.03,33.04,81.95
2022-10-20,Khulna,Khulna,1.58,25.86,30.29,86.07
2022-10-20,Dhaka,Kishoreganj,0.01,26.65,31.36,80.62
2022-10-20,Rangpur,Kurigram,0.0,25.04,29.42,82.82
2022-10-20,Khulna,Kushtia,0.04,24.75,30.14,82.52
2022-10-20,Chattogram,Lakshmipur,0.21,26.49,30.64,85.32
2022-10-20,Rangpur,Lalmonirhat,0.0,25.14,30.06,80.22
2022-10-20,Dhaka,Madaripur,0.76,26.04,30.75,86.14
2022-10-20,Khulna,Magura,0.78,25.41,30.36,85.6
2022-10-20,Dhaka,Manikganj,0.04,26.1,30.79,85.09
2022-10-20,Khulna,Meherpur,0.04,24.75,30.14,82.52
2022-10-20,Sylhet,Moulvibazar,0.0,26.78,31.23,76.08
2022-10-20,Dhaka,Munshiganj,0.11,26.41,30.93,84.43
2022-10-20,Mymensingh,Mymensingh,0.01,26.35,31.59,82.81
2022-10-20,Rajshahi,Naogaon,0.0,23.89,29.82,83.41
2022-10-20,Khulna,Narail,1.86,25.5,30.41,86.19
2022-10-20,Dhaka,Narayanganj,0.11,26.41,30.93,84.43
2022-10-20,Dhaka,Narsingdi,0.04,26.32,31.14,83.97
2022-10-20,Rajshahi,Natore,0.0,25.15,30.03,84.77
2022-10-20,Mymensingh,Netrokona,0.0,26.31,31.79,80.31
2022-10-20,Rangpur,Nilphamari,0.0,24.44,30.18,79.46
2022-10-20,Chattogram,Noakhali,1.19,28.24,30.65,78.69
2022-10-20,Rajshahi,Pabna,0.09,25.39,30.18,84.78
2022-10-20,Rangpur,Panchagarh,0.0,24.67,29.39,75.6
2022-10-20,Barishal,Patuakhali,0.53,27.89,30.09,80.72
2022-10-20,Barishal,Pirojpur,0.62,26.3,30.5,86.08
2022-10-20,Dhaka,Rajbari,0.78,25.41,30.36,85.6
2022-10-20,Rajshahi,Rajshahi,0.0,24.37,30.01,82.49
2022-10-20,Chattogram,Rangamati,1.16,26.43,31.49,78.16
2022-10-20,Rangpur,Rangpur,0.0,24.79,30.07,84.93
2022-10-20,Khulna,Satkhira,1.58,25.86,30.29,86.07
2022-10-20,Dhaka,Shariatpur,0.21,26.49,30.64,85.32
2022-10-20,Mymensingh,Sherpur,0.0,25.7,30.83,84.88
2022-10-20,Rajshahi,Sirajganj,0.0,25.15,30.03,84.77
2022-10-20,Sylhet,Sunamganj,0.0,26.93,31.93,75.94
2022-10-20,Sylhet,Sylhet,0.0,26.79,32.04,73.75
2022-10-20,Dhaka,Tangail,0.0,25.89,30.7,85.24
2022-10-20,Rangpur,Thakurgaon,0.0,23.98,29.82,80.1
2022-10-21,Khulna,Bagerhat,0.01,26.54,30.86,85.6
2022-10-21,Chattogram,Bandarban,1.15,25.48,30.33,84.95
2022-10-21,Barishal,Barguna,0.15,27.36,30.59,82.9
2022-10-21,Barishal,Barishal,0.02,26.87,30.88,85.8
2022-10-21,Barishal,Bhola,0.12,27.09,30.58,85.94
2022-10-21,Rajshahi,Bogura,0.0,25.68,30.93,83.96
2022-10-21,Chattogram,Brahmanbaria,0.0,26.21,30.53,83.6
2022-10-21,Chattogram,Chandpur,0.0,26.62,31.05,84.89
2022-10-21,Rajshahi,Chapai Nawabganj,0.0,24.66,30.09,83.05
2022-10-21,Chattogram,Chattogram,0.67,28.19,32.52,80.35
2022-10-21,Khulna,Chuadanga,0.0,25.09,30.5,84.57
2022-10-21,Chattogram,Cox's Bazar,1.17,29.14,30.47,76.44
2022-10-21,Chattogram,Cumilla,0.0,26.13,30.75,86.2
2022-10-21,Dhaka,Dhaka,0.0,26.53,31.11,82.59
2022-10-21,Rangpur,Dinajpur,0.0,24.48,30.07,86.7
2022-10-21,Dhaka,Faridpur,0.0,26.46,31.03,84.43
2022-10-21,Chattogram,Feni,0.09,26.56,31.32,86.59
2022-10-21,Rangpur,Gaibandha,0.0,25.19,30.49,86.53
2022-10-21,Dhaka,Gazipur,0.0,26.47,30.99,83.4
2022-10-21,Dhaka,Gopalganj,0.0,26.43,31.08,85.0
2022-10-21,Sylhet,Habiganj,0.0,26.76,30.89,78.24
2022-10-21,Mymensingh,Jamalpur,0.0,26.24,31.58,80.37
2022-10-21,Khulna,Jashore,0.0,25.68,30.75,85.31
2022-10-21,Barishal,Jhalokati,0.01,26.54,30.86,85.6
2022-10-21,Khulna,Jhenaidah,0.0,25.72,30.8,84.74
2022-10-21,Rajshahi,Joypurhat,0.0,25.68,30.93,83.96
2022-10-21,Chattogram,Khagrachhari,0.09,27.11,33.5,83.03
2022-10-21,Khulna,Khulna,0.0,25.84,30.53,85.52
2022-10-21,Dhaka,Kishoreganj,0.0,26.76,30.89,78.24
2022-10-21,Rangpur,Kurigram,0.0,24.44,29.19,85.25
2022-10-21,Khulna,Kushtia,0.0,25.06,30.52,84.43
2022-10-21,Chattogram,Lakshmipur,0.02,26.87,30.88,85.8
2022-10-21,Rangpur,Lalmonirhat,0.0,24.46,29.28,86.03
2022-10-21,Dhaka,Madaripur,0.0,26.43,31.08,85.0
2022-10-21,Khulna,Magura,0.0,25.72,30.8,84.74
2022-10-21,Dhaka,Manikganj,0.0,26.53,31.11,82.59
2022-10-21,Khulna,Meherpur,0.0,25.06,30.52,84.43
2022-10-21,Sylhet,Moulvibazar,0.0,26.1,31.29,80.54
2022-10-21,Dhaka,Munshiganj,0.0,26.62,31.05,84.89
2022-10-21,Mymensingh,Mymensingh,0.0,26.44,31.02,80.93
2022-10-21,Rajshahi,Naogaon,0.0,24.63,30.52,85.77
2022-10-21,Khulna,Narail,0.0,25.68,30.75,85.31
2022-10-21,Dhaka,Narayanganj,0.0,26.62,31.05,84.89
2022-10-21,Dhaka,Narsingdi,0.0,26.47,30.99,83.4
2022-10-21,Rajshahi,Natore,0.0,25.84,30.85,83.15
2022-10-21,Mymensingh,Netrokona,0.0,26.84,31.89,74.5
