date,division,district,rain_mm,temp_mean_c,temp_max_c,humidity_pct
2024-04-10,Chattogram,Lakshmipur,0.0,29.37,35.47,49.45
2024-04-10,Rangpur,Lalmonirhat,0.01,27.84,35.6,44.22
2024-04-10,Dhaka,Madaripur,0.0,30.17,37.94,42.77
2024-04-10,Khulna,Magura,0.0,30.0,38.28,40.69
2024-04-10,Dhaka,Manikganj,0.0,29.57,36.62,45.79
2024-04-10,Khulna,Meherpur,0.0,30.8,39.13,33.11
2024-04-10,Sylhet,Moulvibazar,0.0,26.7,33.84,62.51
2024-04-10,Dhaka,Munshiganj,0.0,30.11,35.8,44.51
2024-04-10,Mymensingh,Mymensingh,0.0,28.52,35.06,53.48
2024-04-10,Rajshahi,Naogaon,0.0,29.24,37.81,38.32
2024-04-10,Khulna,Narail,0.0,30.64,39.02,38.71
2024-04-10,Dhaka,Narayanganj,0.0,30.11,35.8,44.51
2024-04-10,Dhaka,Narsingdi,0.0,29.63,36.44,48.73
2024-04-10,Rajshahi,Natore,0.0,29.59,37.2,43.53
2024-04-10,Mymensingh,Netrokona,0.0,27.84,33.7,53.03
2024-04-10,Rangpur,Nilphamari,0.01,28.23,36.64,37.68
2024-04-10,Chattogram,Noakhali,0.0,29.13,32.67,58.68
2024-04-10,Rajshahi,Pabna,0.0,29.9,37.77,41.3
2024-04-10,Rangpur,Panchagarh,0.31,27.79,35.78,35.59
2024-04-10,Barishal,Patuakhali,0.0,29.86,33.92,56.43
2024-04-10,Barishal,Pirojpur,0.0,30.94,38.61,41.7
2024-04-10,Dhaka,Rajbari,0.0,30.0,38.28,40.69
2024-04-10,Rajshahi,Rajshahi,0.0,30.16,38.48,35.38
2024-04-10,Chattogram,Rangamati,0.0,27.92,36.75,48.15
2024-04-10,Rangpur,Rangpur,0.0,28.29,35.51,45.34
2024-04-10,Khulna,Satkhira,0.0,31.91,40.01,37.72
2024-04-10,Dhaka,Shariatpur,0.0,29.37,35.47,49.45
2024-04-10,Mymensingh,Sherpur,0.0,27.96,34.52,51.69
2024-04-10,Rajshahi,Sirajganj,0.0,29.59,37.2,43.53
2024-04-10,Sylhet,Sunamganj,0.0,27.31,33.0,55.79
2024-04-10,Sylhet,Sylhet,0.0,26.74,34.38,56.08
2024-04-10,Dhaka,Tangail,0.0,28.71,35.81,50.08
2024-04-10,Rangpur,Thakurgaon,0.0,28.57,37.31,33.91
2024-04-11,Khulna,Bagerhat,0.0,31.18,38.78,40.33
2024-04-11,Chattogram,Bandarban,0.0,29.37,38.1,38.36
2024-04-11,Barishal,Barguna,0.0,31.02,37.35,49.49
2024-04-11,Barishal,Barishal,0.0,28.81,35.43,50.76
2024-04-11,Barishal,Bhola,0.0,29.55,35.46,48.46
2024-04-11,Rajshahi,Bogura,0.0,28.75,35.85,44.83
2024-04-11,Chattogram,Brahmanbaria,0.0,28.33,36.17,50.02
2024-04-11,Chattogram,Chandpur,0.0,28.83,36.06,50.92
2024-04-11,Rajshahi,Chapai Nawabganj,0.0,30.45,37.72,31.19
2024-04-11,Chattogram,Chattogram,0.0,29.0,35.89,50.29
2024-04-11,Khulna,Chuadanga,0.0,31.13,39.1,34.21
2024-04-11,Chattogram,Cox's Bazar,0.0,28.78,31.95,67.44
2024-04-11,Chattogram,Cumilla,0.0,27.53,35.76,54.94
2024-04-11,Dhaka,Dhaka,0.0,29.61,36.77,46.05
2024-04-11,Rangpur,Dinajpur,0.0,28.52,36.86,40.24
2024-04-11,Dhaka,Faridpur,0.0,30.05,37.12,44.08
2024-04-11,Chattogram,Feni,0.0,26.72,33.94,61.19
2024-04-11,Rangpur,Gaibandha,0.0,28.33,35.92,44.88
2024-04-11,Dhaka,Gazipur,0.0,28.88,36.39,50.64
2024-04-11,Dhaka,Gopalganj,0.0,30.53,37.87,41.24
2024-04-11,Sylhet,Habiganj,0.0,27.55,34.68,56.26
2024-04-11,Mymensingh,Jamalpur,0.0,28.45,35.07,45.83
2024-04-11,Khulna,Jashore,0.0,31.13,39.09,38.84
2024-04-11,Barishal,Jhalokati,0.0,31.18,38.78,40.33
2024-04-11,Khulna,Jhenaidah,0.0,30.55,38.14,41.07
2024-04-11,Rajshahi,Joypurhat,0.0,28.75,35.85,44.83
2024-04-11,Chattogram,Khagrachhari,0.0,26.77,36.72,59.45
2024-04-11,Khulna,Khulna,0.0,32.22,40.36,37.68
2024-04-11,Dhaka,Kishoreganj,0.0,27.55,34.68,56.26
2024-04-11,Rangpur,Kurigram,0.01,26.69,33.73,51.65
2024-04-11,Khulna,Kushtia,0.0,30.84,38.66,34.38
2024-04-11,Chattogram,Lakshmipur,0.0,28.81,35.43,50.76
2024-04-11,Rangpur,Lalmonirhat,0.04,27.58,35.6,47.12
2024-04-11,Dhaka,Madaripur,0.0,30.53,37.87,41.24
2024-04-11,Khulna,Magura,0.0,30.55,38.14,41.07
2024-04-11,Dhaka,Manikganj,0.0,29.61,36.77,46.05
2024-04-11,Khulna,Meherpur,0.0,30.84,38.66,34.38
2024-04-11,Sylhet,Moulvibazar,0.0,26.82,34.14,59.62
2024-04-11,Dhaka,Munshiganj,0.0,28.83,36.06,50.92
2024-04-11,Mymensingh,Mymensingh,0.0,28.15,35.28,52.61
2024-04-11,Rajshahi,Naogaon,0.0,28.92,37.12,41.1
2024-04-11,Khulna,Narail,0.0,31.13,39.09,38.84
2024-04-11,Dhaka,Narayanganj,0.0,28.83,36.06,50.92
2024-04-11,Dhaka,Narsingdi,0.0,28.88,36.39,50.64
2024-04-11,Rajshahi,Natore,0.0,29.74,36.89,41.71
2024-04-11,Mymensingh,Netrokona,0.02,28.14,34.69,51.08
2024-04-11,Rangpur,Nilphamari,0.06,27.87,36.35,42.12
2024-04-11,Chattogram,Noakhali,0.0,28.89,32.73,56.72
2024-04-11,Rajshahi,Pabna,0.0,30.28,37.58,40.51
2024-04-11,Rangpur,Panchagarh,0.99,27.37,35.13,40.92
2024-04-11,Barishal,Patuakhali,0.0,29.93,33.95,53.42
2024-04-11,Barishal,Pirojpur,0.0,31.18,38.78,40.33
2024-04-11,Dhaka,Rajbari,0.0,30.55,38.14,41.07
2024-04-11,Rajshahi,Rajshahi,0.0,29.98,37.98,37.78
2024-04-11,Chattogram,Rangamati,0.0,28.15,37.17,42.8
2024-04-11,Rangpur,Rangpur,0.0,28.33,35.92,44.88
2024-04-11,Khulna,Satkhira,0.0,32.22,40.36,37.68
2024-04-11,Dhaka,Shariatpur,0.0,28.81,35.43,50.76
2024-04-11,Mymensingh,Sherpur,0.0,28.45,35.07,45.83
2024-04-11,Rajshahi,Sirajganj,0.0,29.74,36.89,41.71
2024-04-11,Sylhet,Sunamganj,0.01,27.71,35.04,56.2
2024-04-11,Sylhet,Sylhet,0.0,26.56,33.23,57.96
2024-04-11,Dhaka,Tangail,0.0,29.0,35.96,46.13
2024-04-11,Rangpur,Thakurgaon,1.53,28.34,36.98,37.63
2024-04-12,Khulna,Bagerhat,0.01,31.88,38.95,39.53
2024-04-12,Chattogram,Bandarban,0.0,28.65,36.86,40.88
2024-04-12,Barishal,Barguna,0.0,31.5,37.34,46.67
2024-04-12,Barishal,Barishal,0.0,30.12,36.27,48.75
2024-04-12,Barishal,Bhola,0.0,30.56,36.22,48.61
2024-04-12,Rajshahi,Bogura,0.0,29.99,36.78,40.88
2024-04-12,Chattogram,Brahmanbaria,0.0,29.51,37.12,49.57
2024-04-12,Chattogram,Chandpur,0.0,30.2,36.7,48.11
2024-04-12,Rajshahi,Chapai Nawabganj,0.05,30.48,38.2,35.49
2024-04-12,Chattogram,Chattogram,0.0,29.35,35.9,51.33
2024-04-12,Khulna,Chuadanga,0.06,31.76,39.35,33.61
2024-04-12,Chattogram,Cox's Bazar,0.0,29.14,32.26,67.91
2024-04-12,Chattogram,Cumilla,0.0,29.29,36.63,51.56
2024-04-12,Dhaka,Dhaka,0.01,30.56,37.18,43.29
2024-04-12,Rangpur,Dinajpur,0.5,29.29,37.21,41.46
2024-04-12,Dhaka,Faridpur,0.03,30.87,37.49,43.34
2024-04-12,Chattogram,Feni,0.0,28.44,34.89,56.7
2024-04-12,Rangpur,Gaibandha,0.0,29.18,36.37,44.37
2024-04-12,Dhaka,Gazipur,0.0,29.96,36.96,48.21
2024-04-12,Dhaka,Gopalganj,0.03,31.18,38.21,42.0
2024-04-12,Sylhet,Habiganj,0.0,29.09,35.66,52.4
2024-04-12,Mymensingh,Jamalpur,0.0,29.43,36.21,43.61
2024-04-12,Khulna,Jashore,0.08,31.8,39.09,36.27
2024-04-12,Barishal,Jhalokati,0.01,31.88,38.95,39.53
2024-04-12,Khulna,Jhenaidah,0.08,31.26,38.27,40.16
2024-04-12,Rajshahi,Joypurhat,0.0,29.99,36.78,40.88
2024-04-12,Chattogram,Khagrachhari,0.0,27.65,36.34,59.02
2024-04-12,Khulna,Khulna,0.03,32.73,40.09,31.52
2024-04-12,Dhaka,Kishoreganj,0.0,29.09,35.66,52.4
2024-04-12,Rangpur,Kurigram,0.05,27.65,34.44,50.15
2024-04-12,Khulna,Kushtia,0.02,31.52,38.91,33.74
2024-04-12,Chattogram,Lakshmipur,0.0,30.12,36.27,48.75
2024-04-12,Rangpur,Lalmonirhat,0.19,28.27,36.13,47.2
2024-04-12,Dhaka,Madaripur,0.03,31.18,38.21,42.0
2024-04-12,Khulna,Magura,0.08,31.26,38.27,40.16
2024-04-12,Dhaka,Manikganj,0.01,30.56,37.18,43.29
2024-04-12,Khulna,Meherpur,0.02,31.52,38.91,33.74
2024-04-12,Sylhet,Moulvibazar,0.0,27.74,34.79,59.11
2024-04-12,Dhaka,Munshiganj,0.0,30.2,36.7,48.11
2024-04-12,Mymensingh,Mymensingh,0.0,29.65,36.49,48.41
2024-04-12,Rajshahi,Naogaon,0.08,29.81,37.67,39.52
2024-04-12,Khulna,Narail,0.08,31.8,39.09,36.27
2024-04-12,Dhaka,Narayanganj,0.0,30.2,36.7,48.11
2024-04-12,Dhaka,Narsingdi,0.0,29.96,36.96,48.21
2024-04-12,Rajshahi,Natore,0.0,30.85,37.34,37.74
2024-04-12,Mymensingh,Netrokona,0.0,28.86,35.43,48.75
2024-04-12,Rangpur,Nilphamari,1.4,28.16,36.43,45.67
2024-04-12,Chattogram,Noakhali,0.0,29.67,33.25,56.81
2024-04-12,Rajshahi,Pabna,0.02,31.16,37.8,38.48
2024-04-12,Rangpur,Panchagarh,2.0,27.68,35.23,42.86
2024-04-12,Barishal,Patuakhali,0.0,30.27,34.64,56.61
2024-04-12,Barishal,Pirojpur,0.01,31.88,38.95,39.53
2024-04-12,Dhaka,Rajbari,0.08,31.26,38.27,40.16
2024-04-12,Rajshahi,Rajshahi,0.02,30.57,38.1,36.89
2024-04-12,Chattogram,Rangamati,0.0,28.09,36.53,46.6
2024-04-12,Rangpur,Rangpur,0.0,29.18,36.37,44.37
2024-04-12,Khulna,Satkhira,0.03,32.73,40.09,31.52
2024-04-12,Dhaka,Shariatpur,0.0,30.12,36.27,48.75
2024-04-12,Mymensingh,Sherpur,0.0,29.43,36.21,43.61
2024-04-12,Rajshahi,Sirajganj,0.0,30.85,37.34,37.74
2024-04-12,Sylhet,Sunamganj,0.01,28.43,33.34,53.26
2024-04-12,Sylhet,Sylhet,0.01,27.35,32.39,58.11
2024-04-12,Dhaka,Tangail,0.0,30.14,36.71,42.66
2024-04-12,Rangpur,Thakurgaon,4.77,28.07,36.28,45.37
2024-04-13,Khulna,Bagerhat,0.0,31.71,39.13,41.63
2024-04-13,Chattogram,Bandarban,0.0,29.76,38.31,42.08
2024-04-13,Barishal,Barguna,0.0,31.44,37.46,49.55
2024-04-13,Barishal,Barishal,0.0,30.27,36.29,48.22
2024-04-13,Barishal,Bhola,0.0,30.81,36.18,48.73
2024-04-13,Rajshahi,Bogura,0.0,30.12,37.18,44.79
2024-04-13,Chattogram,Brahmanbaria,0.0,29.1,36.85,51.28
2024-04-13,Chattogram,Chandpur,0.0,30.08,36.79,49.5
2024-04-13,Rajshahi,Chapai Nawabganj,0.0,31.69,39.35,34.54
2024-04-13,Chattogram,Chattogram,0.0,30.04,36.57,51.59
2024-04-13,Khulna,Chuadanga,0.0,32.09,39.73,34.86
2024-04-13,Chattogram,Cox's Bazar,0.0,29.56,32.49,62.08
2024-04-13,Chattogram,Cumilla,0.0,28.85,36.57,54.04
2024-04-13,Dhaka,Dhaka,0.0,30.45,37.54,46.54
2024-04-13,Rangpur,Dinajpur,0.05,29.99,37.99,41.61
2024-04-13,Dhaka,Faridpur,0.0,30.93,37.73,44.42
2024-04-13,Chattogram,Feni,0.0,28.3,35.1,58.72
2024-04-13,Rangpur,Gaibandha,0.0,29.97,36.82,44.14
2024-04-13,Dhaka,Gazipur,0.0,29.74,37.12,50.56
2024-04-13,Dhaka,Gopalganj,0.0,31.22,38.4,42.27
2024-04-13,Sylhet,Habiganj,0.0,28.14,35.21,57.91
2024-04-13,Mymensingh,Jamalpur,0.0,29.4,36.34,46.74
2024-04-13,Khulna,Jashore,0.0,31.68,39.37,38.7
2024-04-13,Barishal,Jhalokati,0.0,31.71,39.13,41.63
2024-04-13,Khulna,Jhenaidah,0.0,31.36,38.52,41.57
2024-04-13,Rajshahi,Joypurhat,0.0,30.12,37.18,44.79
2024-04-13,Chattogram,Khagrachhari,0.0,27.6,37.31,62.09
2024-04-13,Khulna,Khulna,0.0,32.62,40.4,35.94
2024-04-13,Dhaka,Kishoreganj,0.0,28.14,35.21,57.91
2024-04-13,Rangpur,Kurigram,0.0,28.12,34.62,51.73
2024-04-13,Khulna,Kushtia,0.0,32.22,39.41,34.61
2024-04-13,Chattogram,Lakshmipur,0.0,30.27,36.29,48.22
2024-04-13,Rangpur,Lalmonirhat,0.0,29.29,36.31,44.77
2024-04-13,Dhaka,Madaripur,0.0,31.22,38.4,42.27
2024-04-13,Khulna,Magura,0.0,31.36,38.52,41.57
2024-04-13,Dhaka,Manikganj,0.0,30.45,37.54,46.54
2024-04-13,Khulna,Meherpur,0.0,32.22,39.41,34.61
2024-04-13,Sylhet,Moulvibazar,0.0,27.69,34.46,59.97
2024-04-13,Dhaka,Munshiganj,0.0,30.08,36.79,49.5
2024-04-13,Mymensingh,Mymensingh,0.0,28.74,36.15,54.28
2024-04-13,Rajshahi,Naogaon,0.04,30.34,38.56,41.45
2024-04-13,Khulna,Narail,0.0,31.68,39.37,38.7
2024-04-13,Dhaka,Narayanganj,0.0,30.08,36.79,49.5
2024-04-13,Dhaka,Narsingdi,0.0,29.74,37.12,50.56
2024-04-13,Rajshahi,Natore,0.0,30.84,37.81,43.01
2024-04-13,Mymensingh,Netrokona,0.0,28.74,35.15,51.34
2024-04-13,Rangpur,Nilphamari,0.01,29.38,36.87,41.86
2024-04-13,Chattogram,Noakhali,0.0,29.99,33.43,56.15
2024-04-13,Rajshahi,Pabna,0.0,31.34,38.24,41.29
2024-04-13,Rangpur,Panchagarh,0.12,28.47,35.34,41.56
2024-04-13,Barishal,Patuakhali,0.0,30.3,34.49,60.43
2024-04-13,Barishal,Pirojpur,0.0,31.71,39.13,41.63
2024-04-13,Dhaka,Rajbari,0.0,31.36,38.52,41.57
2024-04-13,Rajshahi,Rajshahi,0.0,31.47,38.95,38.0
2024-04-13,Chattogram,Rangamati,0.0,28.77,36.96,47.47
2024-04-13,Rangpur,Rangpur,0.0,29.97,36.82,44.14
2024-04-13,Khulna,Satkhira,0.0,32.62,40.4,35.94
2024-04-13,Dhaka,Shariatpur,0.0,30.27,36.29,48.22
2024-04-13,Mymensingh,Sherpur,0.0,29.4,36.34,46.74
2024-04-13,Rajshahi,Sirajganj,0.0,30.84,37.81,43.01
2024-04-13,Sylhet,Sunamganj,0.0,27.89,33.54,58.95
2024-04-13,Sylhet,Sylhet,0.0,26.93,33.49,62.69
2024-04-13,Dhaka,Tangail,0.0,29.76,37.01,47.59
2024-04-13,Rangpur,Thakurgaon,0.14,29.54,37.23,40.3
2024-04-14,Khulna,Bagerhat,0.0,32.51,39.9,41.57
2024-04-14,Chattogram,Bandarban,0.0,29.6,37.51,42.67
2024-04-14,Barishal,Barguna,0.0,32.24,38.11,48.23
2024-04-14,Barishal,Barishal,0.0,31.12,36.76,46.78
2024-04-14,Barishal,Bhola,0.0,31.09,36.66,50.72
2024-04-14,Rajshahi,Bogura,0.0,31.34,38.09,42.8
2024-04-14,Chattogram,Brahmanbaria,0.0,29.72,37.11,50.11
2024-04-14,Chattogram,Chandpur,0.0,31.1,37.29,46.88
2024-04-14,Rajshahi,Chapai Nawabganj,0.0,32.68,39.71,33.96
2024-04-14,Chattogram,Chattogram,0.0,29.9,35.89,52.42
2024-04-14,Khulna,Chuadanga,0.0,33.24,40.72,31.86
2024-04-14,Chattogram,Cox's Bazar,0.02,29.81,32.79,68.71
2024-04-14,Chattogram,Cumilla,0.0,29.6,36.9,52.07
2024-04-14,Dhaka,Dhaka,0.0,31.41,38.28,45.04
2024-04-14,Rangpur,Dinajpur,0.0,30.91,38.93,40.36
2024-04-14,Dhaka,Faridpur,0.0,31.97,38.51,42.89
2024-04-14,Chattogram,Feni,0.0,29.02,35.29,56.44
2024-04-14,Rangpur,Gaibandha,0.0,30.79,37.81,43.39
2024-04-14,Dhaka,Gazipur,0.0,30.58,37.67,48.85
2024-04-14,Dhaka,Gopalganj,0.0,32.02,39.2,42.9
2024-04-14,Sylhet,Habiganj,0.0,29.35,36.07,52.67
2024-04-14,Mymensingh,Jamalpur,0.0,30.67,37.12,43.49
2024-04-14,Khulna,Jashore,0.0,32.79,40.4,36.7
2024-04-14,Barishal,Jhalokati,0.0,32.51,39.9,41.57
2024-04-14,Khulna,Jhenaidah,0.0,32.35,39.48,39.99
2024-04-14,Rajshahi,Joypurhat,0.0,31.34,38.09,42.8
2024-04-14,Chattogram,Khagrachhari,0.0,27.76,36.21,60.88
2024-04-14,Khulna,Khulna,0.0,33.69,41.29,34.1
2024-04-14,Dhaka,Kishoreganj,0.0,29.35,36.07,52.67
2024-04-14,Rangpur,Kurigram,0.0,28.93,35.51,49.47
2024-04-14,Khulna,Kushtia,0.01,33.45,40.26,31.97
2024-04-14,Chattogram,Lakshmipur,0.0,31.12,36.76,46.78
2024-04-14,Rangpur,Lalmonirhat,0.0,29.95,37.53,44.39
2024-04-14,Dhaka,Madaripur,0.0,32.02,39.2,42.9
2024-04-14,Khulna,Magura,0.0,32.35,39.48,39.99
2024-04-14,Dhaka,Manikganj,0.0,31.41,38.28,45.04
2024-04-14,Khulna,Meherpur,0.01,33.45,40.26,31.97
2024-04-14,Sylhet,Moulvibazar,0.0,28.31,34.98,57.61
2024-04-14,Dhaka,Munshiganj,0.0,31.1,37.29,46.88
2024-04-14,Mymensingh,Mymensingh,0.0,30.15,37.17,48.65
2024-04-14,Rajshahi,Naogaon,0.01,31.56,39.34,39.91
2024-04-14,Khulna,Narail,0.0,32.79,40.4,36.7
2024-04-14,Dhaka,Narayanganj,0.0,31.1,37.29,46.88
2024-04-14,Dhaka,Narsingdi,0.0,30.58,37.67,48.85
2024-04-14,Rajshahi,Natore,0.01,31.99,38.67,41.3
2024-04-14,Mymensingh,Netrokona,0.0,29.8,36.09,48.11
2024-04-14,Rangpur,Nilphamari,0.01,30.01,38.23,41.52
2024-04-14,Chattogram,Noakhali,0.0,30.23,33.49,57.59
2024-04-14,Rajshahi,Pabna,0.01,32.34,39.15,39.82
2024-04-14,Rangpur,Panchagarh,0.89,29.81,37.41,39.11
2024-04-14,Barishal,Patuakhali,0.0,30.82,35.02,60.36
2024-04-14,Barishal,Pirojpur,0.0,32.51,39.9,41.57
2024-04-14,Dhaka,Rajbari,0.0,32.35,39.48,39.99
2024-04-14,Rajshahi,Rajshahi,0.02,32.62,39.68,36.36
2024-04-14,Chattogram,Rangamati,0.0,28.73,36.9,46.65
2024-04-14,Rangpur,Rangpur,0.0,30.79,37.81,43.39
2024-04-14,Khulna,Satkhira,0.0,33.69,41.29,34.1
2024-04-14,Dhaka,Shariatpur,0.0,31.12,36.76,46.78
2024-04-14,Mymensingh,Sherpur,0.0,30.67,37.12,43.49
2024-04-14,Rajshahi,Sirajganj,0.01,31.99,38.67,41.3
2024-04-14,Sylhet,Sunamganj,0.47,28.5,33.97,57.0
2024-04-14,Sylhet,Sylhet,0.05,27.55,33.38,60.75
2024-04-14,Dhaka,Tangail,0.0,30.97,37.67,44.44
2024-04-14,Rangpur,Thakurgaon,0.19,30.37,38.54,38.37
2024-04-15,Khulna,Bagerhat,0.02,33.15,40.78,41.32
2024-04-15,Chattogram,Bandarban,0.0,30.4,38.2,43.68
2024-04-15,Barishal,Barguna,0.01,32.24,38.11,50.21
2024-04-15,Barishal,Barishal,0.0,31.63,38.06,48.69
2024-04-15,Barishal,Bhola,0.0,31.69,38.22,52.25
2024-04-15,Rajshahi,Bogura,0.01,32.18,39.13,43.52
2024-04-15,Chattogram,Brahmanbaria,0.01,31.26,38.14,48.25
2024-04-15,Chattogram,Chandpur,0.0,31.74,38.13,46.82
2024-04-15,Rajshahi,Chapai Nawabganj,0.01,33.61,41.17,34.96
2024-04-15,Chattogram,Chattogram,0.0,30.97,37.0,52.31
2024-04-15,Khulna,Chuadanga,0.02,33.56,41.76,36.15
2024-04-15,Chattogram,Cox's Bazar,0.05,29.79,32.81,72.21
2024-04-15,Chattogram,Cumilla,0.0,31.08,37.7,49.03
2024-04-15,Dhaka,Dhaka,0.0,31.78,38.84,46.6
2024-04-15,Rangpur,Dinajpur,0.02,32.17,40.08,39.06
2024-04-15,Dhaka,Faridpur,0.0,32.23,39.27,45.01
2024-04-15,Chattogram,Feni,0.0,30.74,36.33,51.78
2024-04-15,Rangpur,Gaibandha,0.0,32.0,38.75,42.11
2024-04-15,Dhaka,Gazipur,0.01,31.32,38.22,48.7
2024-04-15,Dhaka,Gopalganj,0.01,32.63,40.08,43.39
2024-04-15,Sylhet,Habiganj,0.32,29.75,36.73,56.78
2024-04-15,Mymensingh,Jamalpur,0.06,31.27,37.87,45.65
2024-04-15,Khulna,Jashore,0.05,33.43,41.31,39.62
2024-04-15,Barishal,Jhalokati,0.02,33.15,40.78,41.32
2024-04-15,Khulna,Jhenaidah,0.02,32.75,40.42,42.47
2024-04-15,Rajshahi,Joypurhat,0.01,32.18,39.13,43.52
2024-04-15,Chattogram,Khagrachhari,0.0,29.41,37.53,58.27
2024-04-15,Khulna,Khulna,0.06,34.02,41.92,39.28
2024-04-15,Dhaka,Kishoreganj,0.32,29.75,36.73,56.78
2024-04-15,Rangpur,Kurigram,0.04,29.98,36.79,49.97
2024-04-15,Khulna,Kushtia,0.02,33.65,41.45,35.32
2024-04-15,Chattogram,Lakshmipur,0.0,31.63,38.06,48.69
2024-04-15,Rangpur,Lalmonirhat,0.09,31.03,38.59,44.0
2024-04-15,Dhaka,Madaripur,0.01,32.63,40.08,43.39
2024-04-15,Khulna,Magura,0.02,32.75,40.42,42.47
2024-04-15,Dhaka,Manikganj,0.0,31.78,38.84,46.6
2024-04-15,Khulna,Meherpur,0.02,33.65,41.45,35.32
2024-04-15,Sylhet,Moulvibazar,0.12,28.83,35.81,61.47
2024-04-15,Dhaka,Munshiganj,0.0,31.74,38.13,46.82
2024-04-15,Mymensingh,Mymensingh,0.22,30.51,37.62,51.9
2024-04-15,Rajshahi,Naogaon,0.03,32.83,40.61,38.5
2024-04-15,Khulna,Narail,0.05,33.43,41.31,39.62
2024-04-15,Dhaka,Narayanganj,0.0,31.74,38.13,46.82
2024-04-15,Dhaka,Narsingdi,0.01,31.32,38.22,48.7
2024-04-15,Rajshahi,Natore,0.02,32.57,39.58,42.53
2024-04-15,Mymensingh,Netrokona,0.87,30.44,36.52,49.99
2024-04-15,Rangpur,Nilphamari,0.3,30.92,39.19,42.17
2024-04-15,Chattogram,Noakhali,0.0,31.15,34.82,56.05
2024-04-15,Rajshahi,Pabna,0.01,32.68,40.04,42.14
2024-04-15,Rangpur,Panchagarh,0.54,30.24,37.99,41.09
2024-04-15,Barishal,Patuakhali,0.0,31.14,36.05,59.53
2024-04-15,Barishal,Pirojpur,0.02,33.15,40.78,41.32
2024-04-15,Dhaka,Rajbari,0.02,32.75,40.42,42.47
2024-04-15,Rajshahi,Rajshahi,0.04,33.35,40.97,37.23
2024-04-15,Chattogram,Rangamati,0.0,29.58,37.26,48.66
2024-04-15,Rangpur,Rangpur,0.0,32.0,38.75,42.11
2024-04-15,Khulna,Satkhira,0.06,34.02,41.92,39.28
2024-04-15,Dhaka,Shariatpur,0.0,31.63,38.06,48.69
2024-04-15,Mymensingh,Sherpur,0.06,31.27,37.87,45.65
2024-04-15,Rajshahi,Sirajganj,0.02,32.57,39.58,42.53
2024-04-15,Sylhet,Sunamganj,2.13,28.9,33.77,60.14
2024-04-15,Sylhet,Sylhet,2.53,28.22,33.43,62.22
2024-04-15,Dhaka,Tangail,0.02,31.43,38.29,46.29
2024-04-15,Rangpur,Thakurgaon,0.18,31.25,39.59,39.57
2024-04-16,Khulna,Bagerhat,0.21,33.46,41.14,49.69
2024-04-16,Chattogram,Bandarban,0.01,30.33,38.39,47.33
2024-04-16,Barishal,Barguna,0.18,32.06,37.6,61.64
2024-04-16,Barishal,Barishal,0.74,31.66,38.57,57.14
2024-04-16,Barishal,Bhola,0.33,31.88,38.09,58.07
2024-04-16,Rajshahi,Bogura,0.13,32.67,39.98,46.9
2024-04-16,Chattogram,Brahmanbaria,0.66,31.14,38.41,52.68
2024-04-16,Chattogram,Chandpur,1.17,31.5,38.71,57.57
2024-04-16,Rajshahi,Chapai Nawabganj,0.01,34.81,41.76,32.73
2024-04-16,Chattogram,Chattogram,0.28,31.14,37.14,54.93
2024-04-16,Khulna,Chuadanga,0.21,34.43,42.45,40.27
2024-04-16,Chattogram,Cox's Bazar,0.5,29.5,32.39,75.08
2024-04-16,Chattogram,Cumilla,1.19,30.59,37.87,55.92
2024-04-16,Dhaka,Dhaka,1.95,32.14,39.48,51.88
2024-04-16,Rangpur,Dinajpur,0.0,32.77,40.24,38.63
2024-04-16,Dhaka,Faridpur,1.37,32.54,39.98,50.62
2024-04-16,Chattogram,Feni,0.8,30.23,36.65,62.39
2024-04-16,Rangpur,Gaibandha,0.04,32.27,39.46,45.93
2024-04-16,Dhaka,Gazipur,1.38,31.43,38.82,56.36
2024-04-16,Dhaka,Gopalganj,0.65,33.16,40.98,48.58
2024-04-16,Sylhet,Habiganj,1.05,29.95,37.66,61.45
2024-04-16,Mymensingh,Jamalpur,0.34,31.37,38.71,52.97
2024-04-16,Khulna,Jashore,0.34,34.16,42.21,44.48
2024-04-16,Barishal,Jhalokati,0.21,33.46,41.14,49.69
2024-04-16,Khulna,Jhenaidah,0.91,33.44,41.32,46.32
2024-04-16,Rajshahi,Joypurhat,0.13,32.67,39.98,46.9
2024-04-16,Chattogram,Khagrachhari,0.74,29.48,38.32,61.88
2024-04-16,Khulna,Khulna,0.08,34.48,42.26,45.76
2024-04-16,Dhaka,Kishoreganj,1.05,29.95,37.66,61.45
2024-04-16,Rangpur,Kurigram,1.27,30.0,37.01,54.86
2024-04-16,Khulna,Kushtia,0.31,34.66,42.07,36.83
2024-04-16,Chattogram,Lakshmipur,0.74,31.66,38.57,57.14
2024-04-16,Rangpur,Lalmonirhat,0.09,31.73,39.09,44.71
2024-04-16,Dhaka,Madaripur,0.65,33.16,40.98,48.58
2024-04-16,Khulna,Magura,0.91,33.44,41.32,46.32
2024-04-16,Dhaka,Manikganj,1.95,32.14,39.48,51.88
2024-04-16,Khulna,Meherpur,0.31,34.66,42.07,36.83
2024-04-16,Sylhet,Moulvibazar,0.94,29.21,36.9,63.8
2024-04-16,Dhaka,Munshiganj,1.17,31.5,38.71,57.57
2024-04-16,Mymensingh,Mymensingh,1.07,30.69,38.46,59.19
2024-04-16,Rajshahi,Naogaon,0.03,33.76,41.39,36.83
